Id,Name
34,edu.illinois.jacontebe.globalevent.GlobalDriver
6,asm.AddSleep2LoggerAdapter
24,Dbcp65
102,RacingThreadsTest$WorkerThread
165,Test7132378$SettableTask$1
60,org.apache.commons.dbcp.KeyGenerator
143,Test6648001$Runner
181,testUtils.MyRMI
178,testUtils.ActivationLibrary$DestroyThread
91,org.apache.lucene.store.MockRAMDirectory
62,org.apache.commons.pool.Test46$Writer
77,org.apache.log4j.Test38137
2,asm.ActivationMVFactory
39,groovy.servlet.TestServletContext
52,NumberedWeakReference
183,testUtils.StreamPipe
67,org.apache.derby.impl.services.reflect.Derby764$Thread1
74,org.apache.log4j.helpers.Test54325
155,Test7045594$MyWorkerThread
27,Derby5560$Thread1
167,Test7132378
117,Test162
173,Test8012019$1
166,Test7132378$SettableTask
170,Test8010939$ReadConfig
94,org.apache.lucene.Test1544
112,Test149$TestThread1
81,org.apache.lucene.analysis.TokenStream
123,Test4742723
149,Test6977738$1
130,Test6436220$TestThread
144,Test6648001
182,testUtils.RMID
188,testUtils.TestParams
128,Test4813150$BreakStringBuffer
5,asm.AddGS2RMILookUpMV
41,groovy.util.Groovy6068
73,org.apache.log4j.helpers.Test54325$RemoveThread
56,org.apache.commons.dbcp.datasources.Dbcp369
55,org.apache.commons.dbcp.datasources.Dbcp369$Datasource
97,org.apache.lucene.util.LuceneTestCase293
68,org.apache.derby.impl.services.reflect.Derby764$Thread2
169,Test7132889
89,org.apache.lucene.store.FSDirectory
28,Derby5560$Thread2
140,Test6648001$1
115,Test162$SimpleFactory
44,Groovy3495
16,com.d.AnExceptionThread
53,org.apache.commons.dbcp.datasources.Dbcp369$1
146,Test6934356$TestBarrier
151,Test6977738
49,Groovy5198
8,asm.FutureTaskModifier
113,Test149$TestThread2
26,Derby4129
35,groovy.servlet.Groovy6456$TestThread
84,org.apache.lucene.index.Test2783$SearcherThread
93,org.apache.lucene.store.MockRAMOutputStream
88,org.apache.lucene.search.FieldCache
150,Test6977738$2
110,Test146
