Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
139,Test6588239,null,"{methodDeps:{Test6588239$Thread2:1,Test6588239$Thread1:1}}"
72,org.apache.derby.impl.store.raw.data.Derby5447,null,"{methodDeps:{org.apache.derby.impl.store.raw.data.Derby5447$Thread1:1,org.apache.derby.impl.store.raw.data.Derby5447$Thread2:1}}"
101,RacingThreadsTest$DriverThread,"{attrDeps:{RacingThreadsTest:2,Test7045594:2}}","{methodDeps:{RacingThreadsTest:25,Test7045594:25}}"
34,edu.illinois.jacontebe.globalevent.GlobalDriver,null,null
6,asm.AddSleep2LoggerAdapter,null,null
24,Dbcp65,null,"{methodDeps:{Dbcp65$Thread2:1,Dbcp65$Thread1:1,org.apache.commons.dbcp.KeyGenerator:1}}"
102,RacingThreadsTest$WorkerThread,"{attrDeps:{RacingThreadsTest:2,Test7045594:2}}","{methodDeps:{RacingThreadsTest:15,Test7045594:15}}"
165,Test7132378$SettableTask$1,null,null
60,org.apache.commons.dbcp.KeyGenerator,null,null
143,Test6648001$Runner,null,null
181,testUtils.MyRMI,null,null
178,testUtils.ActivationLibrary$DestroyThread,"{attrDeps:{testUtils.RMID:2}}","{methodDeps:{testUtils.ActivationLibrary:3,testUtils.RMID:1}}"
91,org.apache.lucene.store.MockRAMDirectory,"{attrDeps:{org.apache.lucene.store.MockRAMDirectory$Failure:1}}","{methodDeps:{org.apache.lucene.store.MockRAMInputStream:1,org.apache.lucene.store.MockRAMOutputStream:1,org.apache.lucene.store.MockRAMDirectory$Failure:1}}"
62,org.apache.commons.pool.Test46$Writer,"{attrDeps:{org.apache.commons.pool.Test46:2}}","{methodDeps:{org.apache.commons.pool.Test46:4}}"
77,org.apache.log4j.Test38137,null,"{methodDeps:{org.apache.log4j.Test38137$AppendThread:1}}"
2,asm.ActivationMVFactory,null,"{methodDeps:{asm.AddGS2RMILookUpMV:1,asm.AddGS2RMIConstructorVisitor:1}}"
39,groovy.servlet.TestServletContext,null,null
52,NumberedWeakReference,null,null
183,testUtils.StreamPipe,null,null
67,org.apache.derby.impl.services.reflect.Derby764$Thread1,"{attrDeps:{org.apache.derby.impl.services.reflect.Derby764:3}}","{methodDeps:{org.apache.derby.impl.services.reflect.Derby764:1}}"
74,org.apache.log4j.helpers.Test54325,null,"{methodDeps:{org.apache.log4j.helpers.Test54325$RemoveThread:1}}"
155,Test7045594$MyWorkerThread,"{attrDeps:{RacingThreadsTest:1,Test7045594:1,RacingThreadsTest$WorkerThread:1}}","{methodDeps:{Test7045594:1,RacingThreadsTest$WorkerThread:1}}"
27,Derby5560$Thread1,"{attrDeps:{Derby5560:2}}","{methodDeps:{Derby5560:2}}"
167,Test7132378,null,"{methodDeps:{Test7132378$SettableTask:2,Test7132378$GetThread:1}}"
117,Test162,null,"{methodDeps:{Test162$WaitingTestThread:2,Test162$SimpleFactory:1}}"
173,Test8012019$1,"{attrDeps:{Test8012019:2}}","{methodDeps:{Test8012019:2}}"
166,Test7132378$SettableTask,null,"{methodDeps:{Test7132378$SettableTask$1:1}}"
170,Test8010939$ReadConfig,"{attrDeps:{Test8010939:2}}","{methodDeps:{Test8010939:3}}"
94,org.apache.lucene.Test1544,"{attrDeps:{org.apache.lucene.util.LuceneTestCase240:1}}","{methodDeps:{org.apache.lucene.util.LuceneTestCase240:1,org.apache.lucene.util._TestUtil293:5,org.apache.lucene.store.FSDirectory:1}}"
112,Test149$TestThread1,"{attrDeps:{Test149:2}}",null
81,org.apache.lucene.analysis.TokenStream,null,null
123,Test4742723,null,"{methodDeps:{Test4742723$1:1,Test4742723$2:1}}"
149,Test6977738$1,"{attrDeps:{Test6977738:2}}",null
130,Test6436220$TestThread,"{attrDeps:{Test6436220:2}}","{methodDeps:{Test6436220:3}}"
144,Test6648001,null,"{methodDeps:{Test6648001$Handler:1,Test6648001$MyAuthenticator:1,Test6648001$Runner:1,Test6648001$1:1}}"
182,testUtils.RMID,"{attrDeps:{testUtils.JavaVM:1}}","{methodDeps:{testUtils.ActivationLibrary:1,testUtils.TestLibrary:4,testUtils.JavaVM:1}}"
188,testUtils.TestParams,null,"{methodDeps:{testUtils.TestLibrary:4}}"
128,Test4813150$BreakStringBuffer,"{attrDeps:{Test4813150:2}}","{methodDeps:{Test4813150:2}}"
5,asm.AddGS2RMILookUpMV,null,null
41,groovy.util.Groovy6068,null,"{methodDeps:{groovy.util.Groovy6068$ThreadBuild:1}}"
73,org.apache.log4j.helpers.Test54325$RemoveThread,"{attrDeps:{org.apache.log4j.helpers.Test54325:3}}","{methodDeps:{org.apache.log4j.helpers.Test54325:2}}"
56,org.apache.commons.dbcp.datasources.Dbcp369,null,"{methodDeps:{org.apache.commons.dbcp.datasources.Dbcp369$Datasource:1,org.apache.commons.dbcp.datasources.Dbcp369$1:1,org.apache.commons.dbcp.datasources.Dbcp369$2:1}}"
55,org.apache.commons.dbcp.datasources.Dbcp369$Datasource,null,null
97,org.apache.lucene.util.LuceneTestCase293,"{attrDeps:{org.apache.lucene.search.FieldCache:1}}","{methodDeps:{org.apache.lucene.search.FieldCache:2,org.apache.lucene.analysis.TokenStream:3}}"
68,org.apache.derby.impl.services.reflect.Derby764$Thread2,"{attrDeps:{org.apache.derby.impl.services.reflect.Derby764:3}}","{methodDeps:{org.apache.derby.impl.services.reflect.Derby764:1,org.apache.derby.impl.services.locks.LockOperator:1}}"
169,Test7132889,null,"{methodDeps:{Test7132889$1:1}}"
89,org.apache.lucene.store.FSDirectory,null,null
28,Derby5560$Thread2,"{attrDeps:{Derby5560:2}}","{methodDeps:{Derby5560:2}}"
140,Test6648001$1,null,null
115,Test162$SimpleFactory,"{attrDeps:{Test162:4}}",null
44,Groovy3495,null,"{methodDeps:{Groovy3495$1:1}}"
16,com.d.AnExceptionThread,null,"{methodDeps:{com.b.AnException:2}}"
53,org.apache.commons.dbcp.datasources.Dbcp369$1,null,"{methodDeps:{org.apache.commons.dbcp.datasources.Dbcp369:1,org.apache.commons.dbcp.datasources.Dbcp369$Datasource:2}}"
146,Test6934356$TestBarrier,null,null
151,Test6977738,null,"{methodDeps:{Test6977738$1:1,Test6977738$2:1}}"
49,Groovy5198,null,null
8,asm.FutureTaskModifier,null,"{methodDeps:{asm.FutureTaskSleepFactory:1}}"
113,Test149$TestThread2,"{attrDeps:{Test149:2}}",null
26,Derby4129,null,"{methodDeps:{Derby4129$1:1}}"
35,groovy.servlet.Groovy6456$TestThread,"{attrDeps:{groovy.servlet.Groovy6456:3}}","{methodDeps:{groovy.servlet.Groovy6456:4,groovy.servlet.TestRequest:1}}"
84,org.apache.lucene.index.Test2783$SearcherThread,"{attrDeps:{org.apache.lucene.index.Test2783$TimedThread:1}}","{methodDeps:{org.apache.lucene.index.Test2783$TimedThread:1}}"
93,org.apache.lucene.store.MockRAMOutputStream,"{attrDeps:{org.apache.lucene.store.MockRAMDirectory:2}}","{methodDeps:{org.apache.lucene.store.MockRAMDirectory:6}}"
88,org.apache.lucene.search.FieldCache,null,null
150,Test6977738$2,"{attrDeps:{Test6977738:2}}",null
110,Test146,null,"{methodDeps:{Test146$SimpleTestThread:1,Test146$SimpleFactory:1}}"
