Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
10,featuremodel.FeatureModel,"{attrDeps:{featuremodel.FeatureValue:1}}","{methodDeps:{featuremodel.Configuration:2,runspl.JavaUtility:1,featuremodel.RelevantModelIterator:1}}"
12,featuremodel.FeatureValue,null,null
38,smashed.Notepad$2,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.RedoAction:1,smashed.UndoAction:1}}"
3,annotationclasses___.Test___,null,null
51,smashed.Notepad$4,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
55,smashed.Notepad$8,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
39,smashed.Notepad$20,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
43,smashed.Notepad$24,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
47,smashed.Notepad$28,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
1,annotationclasses___.Feature___,null,null
21,smashed.Actions,"{attrDeps:{smashed.Fonts:1,smashed.ExampleFileFilter:1,smashed.Notepad:2}}","{methodDeps:{smashed.About:1,tests.NotepadTEST:2,smashed.Fonts:3,smashed.ExampleFileFilter:5,smashed.Actions$2:1,smashed.Notepad:37,smashed.Print:1,smashed.Actions$1:1}}"
62,tests.NotepadTEST$1,"{attrDeps:{smashed.Notepad:1}}","{methodDeps:{smashed.Notepad:3}}"
19,smashed.Actions$1,"{attrDeps:{smashed.Actions:2}}","{methodDeps:{smashed.Fonts:1,smashed.Notepad:1}}"
5,featuremodel.CompoundProposition,"{attrDeps:{featuremodel.Proposition:1}}","{methodDeps:{featuremodel.Proposition:1}}"
23,smashed.ExampleFileFilter,null,null
50,smashed.Notepad$30,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
18,smashed.About,null,"{methodDeps:{smashed.Notepad:1}}"
28,smashed.Notepad$10,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
32,smashed.Notepad$14,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
36,smashed.Notepad$18,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
17,runspl.RunSPL,"{attrDeps:{featuremodel.FeatureModel:1,featuremodel.Configuration:1}}","{methodDeps:{featuremodel.FeatureModel:3,featuremodel.FeatureValue:1,featuremodel.FeatureModelBuilder:2,featuremodel.Configuration:3,runspl.JavaUtility:2}}"
4,featuremodel.BinaryProposition,"{attrDeps:{featuremodel.Proposition:1}}","{methodDeps:{featuremodel.Proposition:1}}"
26,smashed.Fonts,"{attrDeps:{smashed.Center:1}}","{methodDeps:{smashed.Center:2,smashed.Fonts$1:1,smashed.Fonts$2:1}}"
57,smashed.Notepad,"{attrDeps:{smashed.Center:1,smashed.Actions:1,smashed.RedoAction:1,smashed.UndoAction:1}}","{methodDeps:{smashed.UndoAction:1,smashed.Notepad$24:1,smashed.Notepad$25:1,smashed.Notepad$26:1,smashed.Notepad$1:1,smashed.Notepad$27:1,smashed.Actions:1,smashed.Notepad$2:1,smashed.Notepad$28:1,smashed.Notepad$3:1,smashed.Notepad$29:1,smashed.Notepad$4:1,smashed.Notepad$5:1,smashed.RedoAction:1,smashed.Notepad$20:1,smashed.Notepad$21:1,smashed.Notepad$22:1,smashed.Notepad$23:1,tests.NotepadTEST:18,smashed.Notepad$6:1,smashed.Notepad$7:1,smashed.Notepad$8:1,smashed.Notepad$9:1,smashed.Center:2,smashed.Notepad$13:1,smashed.Notepad$14:1,smashed.Notepad$15:1,smashed.Notepad$16:1,smashed.Notepad$17:1,smashed.Notepad$18:1,smashed.Notepad$19:1,smashed.Notepad$30:1,smashed.Notepad$10:1,smashed.Notepad$11:1,smashed.Notepad$12:1}}"
52,smashed.Notepad$5,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
56,smashed.Notepad$9,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
40,smashed.Notepad$21,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
44,smashed.Notepad$25,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
48,smashed.Notepad$29,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
15,featuremodel.UnaryProposition,"{attrDeps:{featuremodel.Proposition:1}}","{methodDeps:{featuremodel.Proposition:1}}"
63,tests.NotepadTEST$2,null,null
20,smashed.Actions$2,"{attrDeps:{smashed.Actions:2}}",null
27,smashed.Notepad$1,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
2,annotationclasses___.Ignore___,null,null
11,featuremodel.FeatureModelBuilder,null,"{methodDeps:{featuremodel.FeatureID:1,runspl.JavaUtility:2}}"
16,runspl.JavaUtility,null,null
25,smashed.Fonts$2,"{attrDeps:{smashed.Fonts:2}}","{methodDeps:{smashed.Fonts:3}}"
59,smashed.RedoAction,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Notepad:1,smashed.UndoAction:1}}"
29,smashed.Notepad$11,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
33,smashed.Notepad$15,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
37,smashed.Notepad$19,"{attrDeps:{smashed.Notepad:2}}","{methodDeps:{smashed.Actions:1}}"
58,smashed.Print,null,null
14,featuremodel.RelevantModelIterator,null,null
6,featuremodel.Configuration$1,"{attrDeps:{featuremodel.Configuration:2}}","{methodDeps:{featuremodel.Configuration:2}}"
13,featuremodel.Proposition,null,null
9,featuremodel.FeatureID,null,null
