From,To,Type,Stype
192,196,1,As
86,87,4,Dy
39,171,4,Dy
158,248,3,I
274,254,4,Dy
157,308,4,Dy
74,75,3,I
218,11,4,Dy
262,238,4,Dy
19,145,1,As
339,351,3,I
121,118,1,As
177,172,1,As
98,92,3,I
65,294,4,Dy
263,9,4,Dy
335,325,4,Dy
205,140,1,As
361,146,1,As
50,55,2,Ag
34,191,4,Dy
20,248,4,Dy
86,99,4,Dy
38,26,1,As
78,321,1,As
208,168,2,Ag
179,191,4,Dy
250,255,2,Ag
215,214,4,Dy
185,27,4,Dy
228,231,4,Dy
73,258,1,As
294,244,4,Dy
266,11,4,Dy
36,10,4,Dy
207,13,4,Dy
277,280,1,As
207,253,4,Dy
183,219,4,Dy
272,280,1,As
26,290,3,I
118,254,4,Dy
296,258,1,As
310,146,1,As
299,306,4,Dy
205,191,4,Dy
87,92,3,I
10,291,1,As
275,280,1,As
19,350,4,Dy
264,189,4,Dy
103,122,4,Dy
269,26,1,As
69,11,1,As
262,250,4,Dy
101,329,1,As
200,216,4,Dy
175,257,4,Dy
366,350,4,Dy
263,13,4,Dy
232,146,1,As
148,68,1,As
346,344,3,I
42,166,4,Dy
346,3,4,Dy
352,308,4,Dy
366,245,3,I
295,305,1,As
3,140,1,As
229,231,4,Dy
162,17,4,Dy
117,109,1,As
275,270,4,Dy
57,45,1,As
161,191,4,Dy
304,303,4,Dy
161,288,1,As
163,82,1,As
310,307,4,Dy
264,10,4,Dy
118,250,4,Dy
309,350,4,Dy
282,261,4,Dy
170,214,4,Dy
175,27,4,Dy
34,221,4,Dy
68,299,4,Dy
207,216,4,Dy
310,127,1,As
31,350,4,Dy
162,82,1,As
364,245,3,I
157,221,4,Dy
343,344,3,I
275,221,4,Dy
264,253,4,Dy
279,260,4,Dy
76,124,1,As
186,321,1,As
69,9,4,Dy
267,191,4,Dy
8,257,4,Dy
69,11,4,Dy
65,257,4,Dy
346,308,4,Dy
19,34,4,Dy
295,305,4,Dy
228,166,4,Dy
33,15,4,Dy
169,163,1,As
156,13,4,Dy
28,16,4,Dy
44,39,4,Dy
359,321,1,As
261,238,4,Dy
176,146,1,As
98,118,4,Dy
279,276,4,Dy
19,167,4,Dy
29,37,4,Dy
19,10,4,Dy
263,254,4,Dy
227,254,4,Dy
107,68,1,As
223,253,4,Dy
163,308,4,Dy
7,82,1,As
156,13,3,I
312,172,4,Dy
267,37,4,Dy
220,182,4,Dy
275,244,4,Dy
184,248,4,Dy
118,321,1,As
20,221,4,Dy
181,26,4,Dy
98,288,4,Dy
61,250,1,As
232,244,1,As
278,24,4,Dy
231,183,4,Dy
19,10,1,As
59,247,1,As
266,272,1,As
366,350,3,I
227,321,1,As
309,34,4,Dy
39,221,4,Dy
220,3,4,Dy
96,92,3,I
73,81,4,Dy
30,15,4,Dy
352,3,4,Dy
42,221,4,Dy
349,3,4,Dy
157,21,4,Dy
97,35,4,Dy
152,250,4,Dy
235,236,1,As
265,10,4,Dy
310,307,1,As
250,288,3,I
29,146,1,As
11,288,3,I
269,26,4,Dy
263,167,4,Dy
191,216,4,Dy
218,183,4,Dy
233,253,4,Dy
98,257,4,Dy
76,10,1,As
233,254,4,Dy
192,238,4,Dy
369,258,1,As
87,118,4,Dy
183,59,4,Dy
262,284,3,I
88,113,1,As
212,191,4,Dy
157,171,4,Dy
126,125,1,As
136,133,4,Dy
162,3,4,Dy
294,26,4,Dy
7,143,1,As
266,285,1,As
258,1,1,As
20,188,4,Dy
42,37,4,Dy
366,15,4,Dy
11,219,4,Dy
61,253,1,As
189,212,1,As
265,189,4,Dy
38,168,4,Dy
302,43,4,Dy
99,92,3,I
163,212,1,As
131,129,1,As
207,172,4,Dy
348,258,1,As
42,2,4,Dy
284,285,2,Ag
229,188,4,Dy
119,295,4,Dy
352,82,1,As
32,308,4,Dy
186,133,4,Dy
35,305,4,Dy
218,189,4,Dy
226,165,4,Dy
228,188,4,Dy
332,333,1,As
182,3,4,Dy
228,2,4,Dy
285,263,4,Dy
150,205,4,Dy
275,171,4,Dy
90,35,4,Dy
210,183,4,Dy
162,212,1,As
82,113,3,I
86,102,4,Dy
337,245,3,I
346,82,1,As
38,24,4,Dy
302,189,4,Dy
212,305,4,Dy
34,171,4,Dy
161,305,4,Dy
61,252,1,As
19,254,4,Dy
312,13,4,Dy
210,109,1,As
200,11,1,As
262,165,4,Dy
270,167,4,Dy
103,82,4,Dy
265,253,4,Dy
271,272,1,As
357,356,1,As
267,244,4,Dy
36,167,4,Dy
69,167,4,Dy
209,216,4,Dy
216,183,4,Dy
227,210,4,Dy
230,253,4,Dy
266,233,4,Dy
266,306,4,Dy
150,113,1,As
182,308,4,Dy
270,161,4,Dy
98,279,1,As
227,253,4,Dy
107,85,3,I
175,306,4,Dy
299,288,1,As
302,183,4,Dy
122,113,3,I
222,220,1,As
17,140,1,As
366,34,4,Dy
243,292,3,I
181,308,4,Dy
17,82,3,I
29,248,4,Dy
275,21,4,Dy
182,82,1,As
176,238,4,Dy
152,165,4,Dy
68,13,4,Dy
230,183,4,Dy
152,254,4,Dy
119,205,4,Dy
244,291,2,Ag
176,244,4,Dy
218,10,4,Dy
20,171,4,Dy
205,305,4,Dy
274,167,4,Dy
148,67,1,As
25,165,4,Dy
25,254,4,Dy
181,82,1,As
207,172,1,As
270,11,4,Dy
192,168,4,Dy
299,293,4,Dy
227,250,4,Dy
332,329,1,As
36,11,4,Dy
161,288,4,Dy
302,231,4,Dy
304,305,1,As
296,257,4,Dy
243,172,4,Dy
177,253,4,Dy
42,171,4,Dy
311,288,4,Dy
98,305,4,Dy
231,306,4,Dy
7,248,4,Dy
35,294,1,As
76,81,4,Dy
337,15,4,Dy
100,92,3,I
302,214,4,Dy
60,333,1,As
140,321,1,As
268,13,4,Dy
25,172,4,Dy
76,219,4,Dy
279,284,4,Dy
269,223,4,Dy
11,10,1,As
181,221,4,Dy
210,2,4,Dy
273,172,4,Dy
269,212,4,Dy
302,219,4,Dy
180,171,1,As
106,324,4,Dy
0,1,1,As
266,189,4,Dy
210,11,4,Dy
175,288,4,Dy
294,238,4,Dy
215,11,1,As
29,17,4,Dy
279,284,1,As
98,183,4,Dy
34,188,4,Dy
157,24,4,Dy
26,288,4,Dy
363,257,4,Dy
275,2,4,Dy
104,118,4,Dy
156,165,4,Dy
98,191,4,Dy
175,288,1,As
163,26,4,Dy
180,171,4,Dy
262,21,4,Dy
296,257,1,As
35,288,1,As
25,13,4,Dy
262,244,4,Dy
350,257,4,Dy
229,10,4,Dy
233,258,1,As
275,26,4,Dy
274,10,4,Dy
182,24,4,Dy
220,82,1,As
192,26,4,Dy
26,288,3,I
366,347,3,I
305,24,1,As
222,321,1,As
343,342,1,As
118,113,3,I
278,284,3,I
214,288,1,As
176,168,4,Dy
349,27,4,Dy
267,21,4,Dy
228,305,4,Dy
293,11,1,As
282,266,4,Dy
282,274,4,Dy
250,292,3,I
328,329,1,As
113,288,4,Dy
169,214,1,As
35,288,4,Dy
312,167,4,Dy
207,10,4,Dy
269,212,1,As
158,288,4,Dy
131,132,3,I
214,258,1,As
303,258,1,As
268,172,4,Dy
36,183,4,Dy
210,306,4,Dy
148,321,1,As
33,291,1,As
220,27,4,Dy
299,10,4,Dy
20,288,1,As
39,2,4,Dy
187,350,4,Dy
342,258,2,Ag
227,165,4,Dy
192,254,4,Dy
309,321,1,As
176,171,4,Dy
19,321,1,As
302,156,4,Dy
232,15,4,Dy
30,291,1,As
274,9,4,Dy
86,91,4,Dy
42,188,4,Dy
20,288,4,Dy
222,24,4,Dy
268,254,4,Dy
32,82,1,As
176,168,1,As
228,3,4,Dy
165,24,4,Dy
269,171,4,Dy
161,171,4,Dy
210,293,4,Dy
273,39,4,Dy
179,244,4,Dy
39,238,4,Dy
172,288,3,I
126,321,1,As
268,238,4,Dy
181,305,4,Dy
278,111,1,As
231,293,4,Dy
60,62,3,I
268,24,4,Dy
90,121,1,As
266,188,4,Dy
121,122,4,Dy
231,2,4,Dy
148,71,1,As
65,293,1,As
98,11,4,Dy
261,171,4,Dy
49,55,1,As
25,39,4,Dy
270,188,4,Dy
153,11,1,As
341,340,1,As
152,13,4,Dy
181,191,4,Dy
68,165,4,Dy
296,288,4,Dy
275,265,4,Dy
263,189,4,Dy
361,248,4,Dy
103,205,4,Dy
270,233,4,Dy
6,7,2,Ag
212,219,1,As
257,247,1,As
100,86,1,As
205,244,4,Dy
285,277,4,Dy
275,305,4,Dy
210,166,4,Dy
260,257,4,Dy
302,10,1,As
226,168,4,Dy
185,17,4,Dy
329,65,4,Dy
136,137,1,As
118,172,4,Dy
26,257,1,As
187,34,4,Dy
119,122,4,Dy
156,9,4,Dy
119,82,4,Dy
180,288,1,As
273,11,4,Dy
302,10,4,Dy
161,247,1,As
285,279,4,Dy
275,166,4,Dy
268,253,4,Dy
181,165,4,Dy
36,254,4,Dy
121,122,1,As
42,244,4,Dy
266,167,4,Dy
86,84,4,Dy
279,281,1,As
36,43,4,Dy
80,321,1,As
228,82,1,As
163,305,4,Dy
104,92,3,I
157,238,4,Dy
230,293,4,Dy
278,280,1,As
273,39,1,As
98,2,4,Dy
269,250,4,Dy
219,168,4,Dy
311,27,4,Dy
180,188,4,Dy
96,109,1,As
7,144,1,As
303,81,4,Dy
273,13,4,Dy
302,298,1,As
265,254,4,Dy
19,189,4,Dy
32,15,4,Dy
230,254,4,Dy
226,250,4,Dy
98,212,4,Dy
91,92,3,I
120,321,1,As
98,122,4,Dy
26,257,4,Dy
169,288,4,Dy
216,305,4,Dy
161,183,4,Dy
152,238,4,Dy
42,40,4,Dy
163,191,4,Dy
189,22,3,I
185,189,1,As
150,317,1,As
157,248,4,Dy
251,255,2,Ag
8,248,4,Dy
295,288,1,As
98,109,1,As
216,191,4,Dy
228,183,4,Dy
231,166,4,Dy
162,288,4,Dy
229,167,4,Dy
121,82,4,Dy
324,323,1,As
20,27,4,Dy
182,2,4,Dy
190,11,1,As
25,238,4,Dy
150,122,4,Dy
295,288,4,Dy
275,191,4,Dy
295,221,4,Dy
230,172,4,Dy
165,291,1,As
158,27,4,Dy
205,21,4,Dy
131,128,1,As
161,257,4,Dy
119,122,1,As
269,238,4,Dy
233,291,1,As
366,354,1,As
220,288,4,Dy
361,359,1,As
29,26,1,As
162,257,4,Dy
181,15,4,Dy
38,171,4,Dy
212,2,4,Dy
210,257,4,Dy
262,26,4,Dy
156,172,4,Dy
85,35,4,Dy
191,258,1,As
218,288,1,As
294,166,4,Dy
302,230,4,Dy
34,82,3,I
27,140,1,As
345,344,1,As
204,203,1,As
86,317,1,As
267,288,1,As
181,15,3,I
218,13,4,Dy
233,168,4,Dy
265,9,4,Dy
147,292,3,I
168,321,1,As
69,172,4,Dy
161,188,4,Dy
185,248,4,Dy
184,183,1,As
228,192,4,Dy
218,293,4,Dy
162,163,3,I
98,166,4,Dy
215,164,1,As
346,146,1,As
227,15,4,Dy
187,321,1,As
212,171,1,As
192,253,4,Dy
311,257,4,Dy
176,3,4,Dy
38,254,4,Dy
42,212,1,As
218,9,4,Dy
19,183,4,Dy
69,293,4,Dy
94,109,1,As
270,43,4,Dy
310,308,4,Dy
140,141,1,As
163,221,4,Dy
170,216,1,As
314,306,1,As
265,167,4,Dy
76,19,1,As
287,9,1,As
69,288,1,As
163,244,4,Dy
227,15,3,I
216,221,4,Dy
350,288,4,Dy
98,212,1,As
118,24,4,Dy
218,11,1,As
253,288,3,I
218,167,4,Dy
185,188,1,As
312,253,4,Dy
186,15,4,Dy
277,171,4,Dy
80,298,1,As
69,10,4,Dy
163,230,4,Dy
270,233,1,As
120,109,1,As
303,298,2,Ag
243,10,4,Dy
218,172,4,Dy
35,221,4,Dy
148,287,1,As
31,34,4,Dy
294,171,4,Dy
18,10,1,As
230,306,4,Dy
265,306,4,Dy
270,183,4,Dy
175,16,4,Dy
261,250,4,Dy
270,189,4,Dy
229,306,4,Dy
349,248,4,Dy
212,171,4,Dy
38,250,4,Dy
161,11,4,Dy
184,308,4,Dy
277,166,4,Dy
86,98,4,Dy
68,10,4,Dy
118,167,4,Dy
109,329,2,Ag
23,257,1,As
184,3,4,Dy
163,168,4,Dy
162,27,4,Dy
266,2,4,Dy
273,306,4,Dy
152,9,4,Dy
68,239,4,Dy
36,253,4,Dy
229,9,4,Dy
89,240,1,As
200,219,4,Dy
244,24,4,Dy
91,364,4,Dy
176,26,4,Dy
226,305,4,Dy
117,139,1,As
222,350,4,Dy
270,253,4,Dy
28,291,1,As
302,300,1,As
226,191,4,Dy
122,24,4,Dy
261,2,4,Dy
352,248,4,Dy
220,248,4,Dy
265,11,4,Dy
148,121,1,As
74,77,1,As
139,86,1,As
116,117,2,Ag
170,248,4,Dy
294,2,4,Dy
173,165,1,As
317,321,1,As
337,258,1,As
229,288,1,As
212,166,4,Dy
185,257,4,Dy
235,234,1,As
230,9,4,Dy
32,146,1,As
175,10,4,Dy
212,335,1,As
69,39,4,Dy
169,214,4,Dy
2,0,3,I
25,216,4,Dy
170,248,3,I
176,308,4,Dy
219,165,4,Dy
277,188,4,Dy
7,24,4,Dy
177,167,4,Dy
311,312,1,As
302,192,4,Dy
230,11,4,Dy
275,278,4,Dy
182,238,4,Dy
229,293,4,Dy
305,256,3,I
177,9,4,Dy
98,82,4,Dy
103,169,1,As
222,34,4,Dy
176,250,4,Dy
191,23,3,I
273,288,1,As
181,168,4,Dy
113,257,4,Dy
164,321,1,As
184,82,1,As
230,167,4,Dy
260,285,1,As
260,288,4,Dy
184,17,4,Dy
230,13,4,Dy
89,92,3,I
27,82,3,I
226,26,4,Dy
279,266,4,Dy
228,230,4,Dy
338,339,2,Ag
229,27,4,Dy
174,175,2,Ag
273,293,4,Dy
180,11,4,Dy
310,82,1,As
205,221,4,Dy
34,183,4,Dy
273,272,1,As
20,293,4,Dy
252,256,3,I
104,295,4,Dy
207,165,4,Dy
165,217,1,As
177,306,4,Dy
214,10,4,Dy
221,224,1,As
182,248,4,Dy
230,13,3,I
210,171,4,Dy
225,258,1,As
152,216,4,Dy
363,288,4,Dy
285,282,1,As
231,11,4,Dy
219,221,4,Dy
80,258,1,As
74,257,1,As
305,24,4,Dy
152,172,4,Dy
95,35,4,Dy
29,3,4,Dy
228,191,4,Dy
312,250,4,Dy
269,2,4,Dy
161,2,4,Dy
261,166,4,Dy
212,188,4,Dy
227,168,4,Dy
87,109,1,As
277,2,4,Dy
312,189,4,Dy
231,167,4,Dy
364,258,1,As
305,24,3,I
218,306,4,Dy
205,143,1,As
118,9,4,Dy
310,3,4,Dy
229,288,4,Dy
118,238,4,Dy
310,308,3,I
98,223,4,Dy
187,308,4,Dy
265,13,4,Dy
366,321,1,As
163,21,4,Dy
260,272,1,As
311,312,4,Dy
305,304,1,As
98,43,4,Dy
311,34,4,Dy
176,82,1,As
42,26,4,Dy
40,288,4,Dy
179,21,4,Dy
29,308,4,Dy
220,257,4,Dy
223,291,1,As
34,140,1,As
181,244,4,Dy
170,288,4,Dy
210,35,4,Dy
303,300,1,As
266,166,4,Dy
177,13,4,Dy
303,255,1,As
170,216,4,Dy
118,13,4,Dy
25,24,4,Dy
192,250,4,Dy
61,330,3,I
279,271,4,Dy
164,11,1,As
295,306,4,Dy
90,109,1,As
34,293,4,Dy
36,188,4,Dy
299,253,4,Dy
210,9,4,Dy
20,306,4,Dy
208,206,1,As
210,167,4,Dy
175,2,4,Dy
274,183,4,Dy
31,27,3,I
279,282,3,I
274,238,4,Dy
29,27,3,I
275,288,1,As
252,251,3,I
192,216,4,Dy
175,125,1,As
177,238,4,Dy
223,288,1,As
216,171,4,Dy
74,59,4,Dy
177,183,4,Dy
120,118,4,Dy
274,284,3,I
85,82,4,Dy
228,146,1,As
102,92,3,I
39,188,4,Dy
163,188,4,Dy
191,257,1,As
268,9,4,Dy
80,257,1,As
368,135,1,As
299,221,4,Dy
87,82,4,Dy
29,257,4,Dy
19,27,4,Dy
13,257,4,Dy
157,188,4,Dy
268,167,4,Dy
228,189,4,Dy
228,10,4,Dy
302,2,4,Dy
275,219,4,Dy
205,165,4,Dy
243,256,3,I
18,143,1,As
25,189,4,Dy
214,13,4,Dy
35,293,4,Dy
277,238,4,Dy
234,235,1,As
31,27,4,Dy
310,321,1,As
262,280,1,As
157,15,3,I
223,246,4,Dy
257,291,3,I
152,10,4,Dy
19,257,4,Dy
29,27,4,Dy
98,10,4,Dy
192,195,1,As
210,295,4,Dy
30,248,4,Dy
295,11,4,Dy
36,250,4,Dy
211,216,4,Dy
186,146,1,As
30,3,4,Dy
229,13,1,As
18,11,1,As
161,244,3,I
212,168,4,Dy
302,37,4,Dy
152,244,4,Dy
68,26,4,Dy
266,253,4,Dy
98,205,4,Dy
91,120,1,As
229,253,4,Dy
30,39,1,As
39,288,1,As
363,291,1,As
175,254,4,Dy
216,9,4,Dy
31,118,1,As
34,293,1,As
80,72,3,I
128,131,1,As
260,291,1,As
231,9,4,Dy
158,24,4,Dy
229,248,4,Dy
223,288,4,Dy
233,183,4,Dy
205,168,4,Dy
163,250,4,Dy
28,15,4,Dy
42,238,4,Dy
42,24,4,Dy
187,146,1,As
229,3,4,Dy
175,191,4,Dy
42,183,4,Dy
302,210,4,Dy
177,11,4,Dy
229,210,4,Dy
233,238,4,Dy
38,253,4,Dy
118,10,4,Dy
90,113,1,As
233,24,4,Dy
270,13,4,Dy
152,244,1,As
269,166,4,Dy
91,367,4,Dy
310,312,1,As
346,15,4,Dy
204,210,2,Ag
264,165,4,Dy
190,258,1,As
227,21,4,Dy
227,146,1,As
367,242,4,Dy
20,24,4,Dy
363,321,1,As
156,244,4,Dy
226,13,4,Dy
68,65,1,As
192,212,1,As
42,306,4,Dy
349,308,4,Dy
264,288,1,As
219,13,4,Dy
311,248,4,Dy
98,167,4,Dy
265,284,3,I
103,329,1,As
233,235,1,As
229,13,4,Dy
252,292,3,I
277,168,4,Dy
116,86,1,As
157,231,4,Dy
273,250,4,Dy
212,238,4,Dy
121,295,4,Dy
68,293,1,As
229,82,1,As
210,10,4,Dy
307,312,4,Dy
257,246,4,Dy
311,314,4,Dy
101,121,1,As
271,280,1,As
25,167,4,Dy
98,161,4,Dy
70,290,1,As
82,291,1,As
352,27,4,Dy
180,293,4,Dy
228,9,4,Dy
312,293,4,Dy
310,312,4,Dy
366,146,1,As
58,246,4,Dy
243,345,4,Dy
267,284,3,I
156,306,4,Dy
25,9,4,Dy
117,249,3,I
205,257,4,Dy
214,253,4,Dy
302,305,4,Dy
93,76,1,As
158,244,1,As
161,244,4,Dy
170,16,4,Dy
228,244,4,Dy
2,321,1,As
60,67,4,Dy
68,62,3,I
38,37,4,Dy
216,10,4,Dy
32,291,1,As
218,219,1,As
233,11,4,Dy
302,191,4,Dy
177,293,4,Dy
179,165,4,Dy
296,0,1,As
270,305,4,Dy
38,212,1,As
207,183,4,Dy
35,26,4,Dy
266,212,4,Dy
152,161,4,Dy
207,238,4,Dy
270,191,4,Dy
275,165,4,Dy
268,10,4,Dy
33,44,1,As
228,167,4,Dy
275,288,4,Dy
212,11,1,As
214,247,1,As
220,146,1,As
19,250,4,Dy
229,34,4,Dy
263,250,4,Dy
8,82,1,As
105,321,1,As
184,24,4,Dy
181,188,4,Dy
299,13,4,Dy
169,24,4,Dy
275,263,4,Dy
157,168,4,Dy
227,20,1,As
231,10,4,Dy
68,293,4,Dy
295,24,4,Dy
156,10,4,Dy
339,258,1,As
311,314,1,As
310,291,1,As
157,250,4,Dy
86,104,4,Dy
266,37,4,Dy
183,212,1,As
30,350,4,Dy
302,254,4,Dy
28,257,4,Dy
84,83,1,As
301,303,2,Ag
104,120,1,As
39,165,4,Dy
229,171,4,Dy
222,146,1,As
212,24,4,Dy
156,238,4,Dy
117,292,3,I
346,345,1,As
228,171,4,Dy
265,293,4,Dy
269,13,4,Dy
212,26,4,Dy
19,188,4,Dy
121,329,1,As
79,258,1,As
86,321,1,As
176,191,4,Dy
262,2,4,Dy
98,86,1,As
176,172,4,Dy
191,219,1,As
98,171,4,Dy
35,21,4,Dy
44,43,4,Dy
42,168,4,Dy
179,288,1,As
20,244,4,Dy
264,183,4,Dy
189,219,4,Dy
161,293,4,Dy
263,188,4,Dy
153,183,1,As
337,308,4,Dy
222,308,4,Dy
269,191,4,Dy
25,21,4,Dy
275,276,4,Dy
285,271,4,Dy
295,146,1,As
367,258,1,As
157,257,4,Dy
42,21,4,Dy
277,306,4,Dy
278,272,1,As
216,253,4,Dy
212,288,1,As
295,244,4,Dy
181,250,4,Dy
176,248,4,Dy
163,17,4,Dy
34,257,4,Dy
207,306,4,Dy
312,244,4,Dy
11,321,1,As
185,308,4,Dy
278,313,1,As
296,303,4,Dy
81,257,1,As
218,250,4,Dy
69,188,4,Dy
69,13,4,Dy
142,127,1,As
185,146,1,As
205,293,4,Dy
28,27,3,I
212,219,4,Dy
90,85,3,I
192,21,4,Dy
98,329,1,As
181,321,1,As
176,305,4,Dy
363,350,3,I
161,9,4,Dy
275,291,1,As
26,59,4,Dy
30,34,4,Dy
162,308,4,Dy
275,266,4,Dy
68,333,1,As
293,257,4,Dy
361,351,3,I
307,312,3,I
34,244,4,Dy
28,27,4,Dy
36,257,4,Dy
302,166,4,Dy
261,172,4,Dy
157,165,4,Dy
214,212,3,I
176,34,4,Dy
135,134,1,As
269,305,4,Dy
150,82,4,Dy
230,166,4,Dy
216,189,4,Dy
35,257,4,Dy
102,120,1,As
97,118,4,Dy
296,303,1,As
267,11,4,Dy
267,306,4,Dy
192,292,3,I
20,238,4,Dy
349,341,1,As
44,26,1,As
353,258,1,As
120,121,2,Ag
274,306,4,Dy
101,321,1,As
182,166,4,Dy
68,21,4,Dy
270,221,4,Dy
275,168,4,Dy
42,165,4,Dy
234,236,1,As
252,147,4,Dy
218,188,4,Dy
25,171,4,Dy
243,359,4,Dy
233,165,4,Dy
212,306,4,Dy
181,125,1,As
261,13,4,Dy
261,272,1,As
296,291,1,As
243,255,1,As
72,75,3,I
107,117,1,As
8,350,4,Dy
314,312,3,I
169,244,1,As
139,335,1,As
293,291,2,Ag
274,244,4,Dy
168,167,1,As
309,15,4,Dy
226,188,4,Dy
201,203,1,As
282,262,4,Dy
158,161,1,As
350,243,4,Dy
163,321,1,As
314,312,4,Dy
277,288,1,As
263,284,3,I
282,268,4,Dy
212,168,1,As
98,9,4,Dy
120,113,1,As
275,274,4,Dy
266,280,1,As
95,295,4,Dy
175,305,4,Dy
325,326,3,I
262,166,4,Dy
68,168,4,Dy
59,258,1,As
216,212,3,I
69,37,4,Dy
275,238,4,Dy
208,172,1,As
98,244,4,Dy
220,308,4,Dy
303,301,1,As
169,161,4,Dy
29,118,1,As
311,16,4,Dy
181,3,4,Dy
300,257,2,Ag
239,243,3,I
299,172,4,Dy
179,183,4,Dy
183,10,1,As
277,26,4,Dy
323,327,4,Dy
227,183,4,Dy
229,350,4,Dy
59,257,3,I
180,183,4,Dy
78,59,4,Dy
149,317,1,As
268,172,1,As
90,118,4,Dy
274,11,4,Dy
269,285,1,As
261,191,4,Dy
38,216,4,Dy
227,308,4,Dy
85,122,4,Dy
157,15,4,Dy
185,16,4,Dy
20,11,4,Dy
262,254,4,Dy
345,343,4,Dy
181,17,4,Dy
68,9,4,Dy
5,143,1,As
282,284,1,As
226,221,4,Dy
276,284,3,I
152,221,4,Dy
157,291,1,As
276,294,4,Dy
303,289,1,As
39,250,4,Dy
185,16,3,I
163,219,1,As
158,161,4,Dy
175,174,1,As
222,16,4,Dy
118,183,4,Dy
214,172,4,Dy
42,11,4,Dy
273,188,4,Dy
