Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
230,protocol.jdbc.config.PoolConfig,"{attrDeps:{protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,threads.ThreadGroup:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:1,config.ConfigTestElement:1,protocol.http.modifier.URLRewritingModifier:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}","{methodDeps:{protocol.http.control.CookieManager:4,protocol.http.control.HeaderManager:4,protocol.http.control.AuthManager:4,protocol.java.config.JavaConfig:4,threads.ThreadGroup:4,assertions.DurationAssertion:4,control.GenericController:4,protocol.http.modifier.AnchorModifier:4,config.Arguments:4,protocol.http.control.Cookie:4,protocol.http.control.Authorization:4,testelement.AbstractTestElement:4,samplers.RemoteListenerWrapper:4,testelement.TestPlan:4,config.ConfigTestElement:4,protocol.http.modifier.URLRewritingModifier:4,protocol.http.modifier.ParamMask:4,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:4,protocol.http.modifier.ParamModifier:4,config.LoginConfig:4,assertions.ResponseAssertion:4,protocol.http.control.Header:4,timers.ConstantTimer:4,samplers.AbstractSampler:4,config.Argument:4,samplers.RemoteTestListenerWrapper:4}}"
44,control.RandomController,"{attrDeps:{control.InterleaveControl:15,control.LoopController:15,control.ModifyController:2,control.OnceOnlyController:15}}","{methodDeps:{control.InterleaveControl:2,control.GenericController:2,control.LoopController:2,control.ModifyController:2,control.OnceOnlyController:2}}"
81,functions.ThreadNumber,"{attrDeps:{threads.JMeterVariables:2,ejb.jndi.sampler.JNDISampler:1,functions.Function:1,samplers.SampleResult:1,samplers.Sampler:1}}","{methodDeps:{threads.JMeterVariables:2,ejb.jndi.sampler.JNDISampler:1,functions.Function:1}}"
13,config.ConfigTestElement,"{attrDeps:{control.Controller:1,testelement.AbstractTestElement:1,testelement.TestElement:1,samplers.Sampler:1}}","{methodDeps:{control.Controller:1,testelement.AbstractTestElement:1,samplers.Sampler:1}}"
123,gui.util.ButtonPanel,null,"{methodDeps:{util.JMeterUtils:5}}"
88,gui.action.AddToTree,"{attrDeps:{gui.AbstractJMeterGuiComponent:1,gui.tree.JMeterTreeNode:1,gui.JMeterGUIComponent:1,protocol.http.proxy.gui.ProxyControlGui:1,threads.gui.ThreadGroupGui:1,gui.NamePanel:1,gui.action.Command:1,control.gui.WorkBenchGui:1}}","{methodDeps:{gui.AbstractJMeterGuiComponent:1,gui.tree.JMeterTreeNode:1,protocol.http.proxy.gui.ProxyControlGui:1,threads.gui.ThreadGroupGui:1,gui.NamePanel:1,gui.action.Command:1,gui.GuiPackage:4,gui.tree.JMeterTreeListener:2,control.gui.WorkBenchGui:1}}"
163,protocol.http.config.gui.UrlConfigGui,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:1,control.gui.TestPlanGui:3,protocol.http.control.AuthManager:1,config.gui.AbstractModifierGui:3,protocol.java.config.JavaConfig:1,testelement.TestElement:2,control.gui.AbstractControllerGui:3,protocol.http.modifier.UserParameterModifier:1,threads.ThreadGroup:2,control.Controller:2,timers.gui.AbstractTimerGui:3,assertions.DurationAssertion:2,protocol.ftp.config.FtpConfig:1,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.gui.AbstractConfigGui:3,config.Arguments:1,assertions.gui.AbstractAssertionGui:3,samplers.Sampler:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,samplers.gui.AbstractSamplerGui:3,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:1,protocol.http.gui.HTTPArgumentsPanel:1,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,protocol.jdbc.config.SqlConfig:1,protocol.http.sampler.HTTPSamplerFull:1,config.LoginConfig:2,protocol.jdbc.config.PoolConfig:2,protocol.http.sampler.HTTPSampler:1,assertions.ResponseAssertion:2,protocol.http.control.Header:2,visualizers.gui.AbstractVisualizer:3,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:2,samplers.RemoteTestListenerWrapper:2,protocol.http.proxy.ProxyControl:2,config.gui.AbstractResponseBasedModifierGui:3,protocol.http.sampler.SoapSampler:1}}","{methodDeps:{protocol.http.control.HeaderManager:10,control.gui.TestPlanGui:4,gui.util.VerticalLayout:1,protocol.http.control.AuthManager:10,config.gui.AbstractModifierGui:4,protocol.java.config.JavaConfig:10,testelement.TestElement:7,control.gui.AbstractControllerGui:4,threads.ThreadGroup:7,assertions.DurationAssertion:7,control.GenericController:7,protocol.http.modifier.AnchorModifier:7,config.gui.AbstractConfigGui:4,protocol.http.control.Cookie:7,gui.AbstractJMeterGuiComponent:4,protocol.http.control.Authorization:7,samplers.RemoteListenerWrapper:7,samplers.gui.AbstractSamplerGui:4,testelement.TestPlan:10,config.ConfigTestElement:7,protocol.http.modifier.ParamMask:7,reporters.AbstractListenerElement:10,samplers.RemoteSampleListenerWrapper:7,protocol.http.modifier.ParamModifier:7,protocol.jdbc.config.SqlConfig:1,visualizers.gui.AbstractVisualizer:4,timers.ConstantTimer:10,samplers.AbstractSampler:10,config.Argument:7,config.gui.AbstractResponseBasedModifierGui:4,protocol.http.sampler.SoapSampler:8,util.JMeterUtils:15,protocol.http.control.CookieManager:7,protocol.http.modifier.UserParameterModifier:1,control.Controller:7,timers.gui.AbstractTimerGui:4,protocol.ftp.config.FtpConfig:1,config.Arguments:10,assertions.gui.AbstractAssertionGui:4,samplers.Sampler:7,testelement.AbstractTestElement:7,protocol.http.modifier.URLRewritingModifier:7,protocol.http.gui.HTTPArgumentsPanel:4,protocol.http.util.HTTPArgument:1,protocol.http.sampler.HTTPSamplerFull:8,config.LoginConfig:7,protocol.jdbc.config.PoolConfig:7,protocol.http.sampler.HTTPSampler:8,assertions.ResponseAssertion:7,protocol.http.control.Header:7,samplers.RemoteTestListenerWrapper:7,protocol.http.proxy.ProxyControl:7}}"
174,protocol.http.gui.AuthPanel$PasswordCellRenderer,"{attrDeps:{protocol.http.gui.AuthPanel:2}}",null
226,protocol.jdbc.config.DbConfig,"{attrDeps:{protocol.http.control.CookieManager:5,protocol.http.control.HeaderManager:2,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,threads.ThreadGroup:5,assertions.DurationAssertion:5,control.GenericController:5,protocol.http.modifier.AnchorModifier:5,config.Arguments:2,protocol.http.control.Cookie:5,protocol.http.control.Authorization:5,samplers.RemoteListenerWrapper:5,testelement.TestPlan:2,protocol.http.modifier.URLRewritingModifier:5,config.ConfigTestElement:5,protocol.http.modifier.ParamMask:5,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:5,protocol.http.modifier.ParamModifier:5,config.LoginConfig:5,assertions.ResponseAssertion:5,protocol.http.control.Header:5,timers.ConstantTimer:2,samplers.AbstractSampler:2,config.Argument:5,samplers.RemoteTestListenerWrapper:5}}","{methodDeps:{protocol.http.control.CookieManager:4,protocol.http.control.HeaderManager:4,protocol.http.control.AuthManager:4,protocol.java.config.JavaConfig:4,threads.ThreadGroup:4,assertions.DurationAssertion:4,control.GenericController:4,protocol.http.modifier.AnchorModifier:4,config.Arguments:4,protocol.http.control.Cookie:4,protocol.http.control.Authorization:4,testelement.AbstractTestElement:4,samplers.RemoteListenerWrapper:4,testelement.TestPlan:4,protocol.http.modifier.URLRewritingModifier:4,config.ConfigTestElement:4,protocol.http.modifier.ParamMask:4,reporters.AbstractListenerElement:4,samplers.RemoteSampleListenerWrapper:4,protocol.http.modifier.ParamModifier:4,config.LoginConfig:4,assertions.ResponseAssertion:4,protocol.http.control.Header:4,timers.ConstantTimer:4,samplers.AbstractSampler:4,config.Argument:4,samplers.RemoteTestListenerWrapper:4}}"
302,threads.TestCompiler$Test,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:2,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,control.ModifyController:2,protocol.http.modifier.UserParameterModifier:1,threads.ThreadGroup:2,control.InterleaveControl:16,assertions.DurationAssertion:2,protocol.ftp.config.FtpConfig:1,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:2,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,control.LoopController:16,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,protocol.jdbc.config.SqlConfig:1,protocol.http.util.HTTPArgument:4,protocol.http.sampler.HTTPSamplerFull:1,control.OnceOnlyController:16,config.LoginConfig:2,protocol.jdbc.config.PoolConfig:2,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:2,samplers.AbstractSampler:2,config.Argument:2,samplers.RemoteTestListenerWrapper:2,protocol.http.proxy.ProxyControl:2,protocol.http.sampler.SoapSampler:1}}","{methodDeps:{threads.TestCompiler:3,threads.SamplePackage:1,protocol.http.control.CookieManager:5,protocol.http.control.HeaderManager:5,protocol.http.control.AuthManager:5,protocol.java.config.JavaConfig:5,control.ModifyController:5,protocol.http.modifier.UserParameterModifier:1,threads.JMeterVariables:1,threads.ThreadGroup:5,control.InterleaveControl:1,assertions.DurationAssertion:5,protocol.ftp.config.FtpConfig:1,control.GenericController:5,protocol.http.modifier.AnchorModifier:5,config.Arguments:5,protocol.http.control.Cookie:5,protocol.http.control.Authorization:5,testelement.AbstractTestElement:5,samplers.RemoteListenerWrapper:5,testelement.TestPlan:5,config.ConfigTestElement:5,protocol.http.modifier.URLRewritingModifier:5,protocol.http.modifier.ParamMask:5,control.LoopController:1,reporters.AbstractListenerElement:5,samplers.RemoteSampleListenerWrapper:5,protocol.http.modifier.ParamModifier:5,protocol.http.util.HTTPArgument:2,protocol.jdbc.config.SqlConfig:1,protocol.http.sampler.HTTPSamplerFull:6,control.OnceOnlyController:1,config.LoginConfig:5,protocol.jdbc.config.PoolConfig:5,protocol.http.sampler.HTTPSampler:6,assertions.ResponseAssertion:5,protocol.http.control.Header:5,timers.ConstantTimer:5,samplers.AbstractSampler:5,config.Argument:5,util.ListedHashTree:7,samplers.RemoteTestListenerWrapper:5,protocol.http.proxy.ProxyControl:5,protocol.http.sampler.SoapSampler:6}}"
134,gui.util.JLabeledTextArea$1,"{attrDeps:{gui.util.JLabeledTextArea:2}}","{methodDeps:{gui.util.JLabeledTextArea:3}}"
179,protocol.http.gui.HeaderPanel$HeaderUpdater,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:3,protocol.http.control.AuthManager:3,protocol.java.config.JavaConfig:3,threads.ThreadGroup:2,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.Arguments:3,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:3,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:3,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,config.LoginConfig:2,protocol.http.gui.HeaderPanel:3,assertions.ResponseAssertion:2,protocol.http.control.Header:2,timers.ConstantTimer:3,samplers.AbstractSampler:3,config.Argument:2,samplers.RemoteTestListenerWrapper:2}}","{methodDeps:{util.JMeterUtils:2,protocol.http.control.CookieManager:1,protocol.http.control.HeaderManager:1,protocol.http.control.AuthManager:1,protocol.java.config.JavaConfig:1,threads.ThreadGroup:1,assertions.DurationAssertion:1,control.GenericController:1,protocol.http.modifier.AnchorModifier:1,config.Arguments:1,protocol.http.control.Cookie:1,protocol.http.control.Authorization:1,testelement.AbstractTestElement:1,samplers.RemoteListenerWrapper:1,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:1,config.ConfigTestElement:1,protocol.http.modifier.ParamMask:1,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:1,protocol.http.modifier.ParamModifier:1,config.LoginConfig:1,protocol.http.gui.HeaderPanel$HeaderUpdater$1:1,protocol.http.gui.HeaderPanel$HeaderUpdater$2:1,assertions.ResponseAssertion:1,protocol.http.control.Header:1,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:1,samplers.RemoteTestListenerWrapper:1}}"
124,gui.util.ComponentUtil,null,null
168,protocol.http.control.CookieManager,"{attrDeps:{protocol.http.control.Cookie:3,testelement.AbstractTestElement:1,testelement.PerThreadClonable:1}}","{methodDeps:{protocol.http.control.Cookie:17,util.JMeterUtils:1,testelement.AbstractTestElement:1,testelement.PerThreadClonable:1}}"
210,protocol.http.proxy.ProxyControl,"{attrDeps:{gui.tree.JMeterTreeNode:1,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:2,protocol.http.control.AuthManager:2,protocol.java.config.JavaConfig:2,testelement.TestElement:2,threads.ThreadGroup:2,control.Controller:2,assertions.DurationAssertion:2,control.GenericController:2,threads.gui.ThreadGroupGui:1,protocol.http.modifier.AnchorModifier:2,config.Arguments:2,samplers.Sampler:2,protocol.http.control.Cookie:2,gui.AbstractJMeterGuiComponent:1,protocol.http.control.Authorization:2,config.ConfigElement:1,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,testelement.TestPlan:2,config.ConfigTestElement:2,protocol.http.modifier.URLRewritingModifier:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:2,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,protocol.http.sampler.HTTPSamplerFull:8,config.LoginConfig:2,protocol.http.sampler.HTTPSampler:8,assertions.ResponseAssertion:2,protocol.http.control.Header:2,protocol.http.proxy.gui.ProxyControlGui:1,protocol.http.proxy.Daemon:1,timers.ConstantTimer:2,samplers.AbstractSampler:2,gui.NamePanel:1,config.Argument:2,samplers.RemoteTestListenerWrapper:2,control.gui.WorkBenchGui:1,protocol.http.sampler.SoapSampler:8}}","{methodDeps:{util.JMeterUtils:4,gui.tree.JMeterTreeNode:1,gui.JMeterGUIComponent:1,protocol.http.control.CookieManager:8,gui.tree.JMeterTreeModel:4,protocol.http.control.gui.HttpTestSampleGui:2,protocol.http.control.HeaderManager:10,protocol.http.control.AuthManager:10,protocol.java.config.JavaConfig:10,testelement.TestElement:8,threads.ThreadGroup:8,control.Controller:8,assertions.DurationAssertion:8,control.GenericController:8,threads.gui.ThreadGroupGui:1,protocol.http.modifier.AnchorModifier:8,config.Arguments:10,samplers.Sampler:8,protocol.http.control.Cookie:8,gui.AbstractJMeterGuiComponent:1,protocol.http.control.Authorization:8,testelement.AbstractTestElement:8,samplers.RemoteListenerWrapper:8,testelement.TestPlan:10,config.ConfigTestElement:8,protocol.http.modifier.URLRewritingModifier:8,protocol.http.modifier.ParamMask:8,gui.GuiPackage:2,reporters.AbstractListenerElement:10,samplers.RemoteSampleListenerWrapper:8,protocol.http.modifier.ParamModifier:8,protocol.http.sampler.HTTPSamplerFull:18,config.LoginConfig:8,protocol.http.sampler.HTTPSampler:18,protocol.http.gui.HeaderPanel:2,assertions.ResponseAssertion:8,protocol.http.control.Header:8,protocol.http.proxy.gui.ProxyControlGui:1,protocol.http.proxy.Daemon:2,timers.ConstantTimer:10,samplers.AbstractSampler:10,gui.NamePanel:1,config.Argument:8,samplers.RemoteTestListenerWrapper:8,control.gui.WorkBenchGui:1,protocol.http.sampler.SoapSampler:18}}"
182,protocol.http.gui.HTTPArgumentsPanel,"{attrDeps:{protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:1,control.gui.TestPlanGui:1,protocol.http.control.AuthManager:1,config.gui.AbstractModifierGui:1,protocol.java.config.JavaConfig:1,testelement.TestElement:2,control.gui.AbstractControllerGui:1,threads.ThreadGroup:2,control.Controller:2,timers.gui.AbstractTimerGui:1,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.gui.AbstractConfigGui:1,config.Arguments:1,assertions.gui.AbstractAssertionGui:3,samplers.Sampler:2,protocol.http.control.Cookie:2,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,samplers.gui.AbstractSamplerGui:3,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,protocol.http.util.HTTPArgument:3,config.LoginConfig:2,assertions.ResponseAssertion:2,config.gui.ArgumentsPanel:1,protocol.http.control.Header:2,visualizers.gui.AbstractVisualizer:3,timers.ConstantTimer:1,samplers.AbstractSampler:1,config.Argument:2,samplers.RemoteTestListenerWrapper:2,config.gui.AbstractResponseBasedModifierGui:1}}","{methodDeps:{util.JMeterUtils:3,protocol.http.control.CookieManager:2,protocol.http.control.HeaderManager:1,control.gui.TestPlanGui:1,protocol.http.control.AuthManager:1,config.gui.AbstractModifierGui:1,protocol.java.config.JavaConfig:1,control.gui.AbstractControllerGui:1,threads.ThreadGroup:2,control.Controller:2,timers.gui.AbstractTimerGui:1,assertions.DurationAssertion:2,control.GenericController:2,protocol.http.modifier.AnchorModifier:2,config.gui.AbstractConfigGui:1,config.Arguments:1,assertions.gui.AbstractAssertionGui:1,samplers.Sampler:2,protocol.http.control.Cookie:2,gui.AbstractJMeterGuiComponent:1,protocol.http.control.Authorization:2,testelement.AbstractTestElement:2,samplers.RemoteListenerWrapper:2,samplers.gui.AbstractSamplerGui:1,testelement.TestPlan:1,protocol.http.modifier.URLRewritingModifier:2,config.ConfigTestElement:2,protocol.http.modifier.ParamMask:2,reporters.AbstractListenerElement:1,samplers.RemoteSampleListenerWrapper:2,protocol.http.modifier.ParamModifier:2,gui.util.PowerTableModel:4,protocol.http.util.HTTPArgument:2,config.LoginConfig:2,assertions.ResponseAssertion:2,config.gui.ArgumentsPanel:1,protocol.http.control.Header:2,visualizers.gui.AbstractVisualizer:1,timers.ConstantTimer:1,samplers.AbstractSampler:1,util.Data:7,config.Argument:2,samplers.RemoteTestListenerWrapper:2,config.gui.AbstractResponseBasedModifierGui:1}}"
217,protocol.http.util.Base64Encoder,null,null
