From,To,Type,Stype
138,187,4,Dy
152,87,4,Dy
61,51,3,I
154,214,1,As
131,102,1,As
193,175,1,As
58,61,4,Dy
152,259,4,Dy
176,259,4,Dy
140,82,4,Dy
40,255,1,As
98,34,3,I
185,127,1,As
136,189,4,Dy
173,41,3,I
98,195,1,As
152,255,1,As
84,260,4,Dy
141,144,3,I
54,69,1,As
180,203,1,As
105,92,2,Ag
106,41,3,I
162,99,4,Dy
109,153,4,Dy
148,127,1,As
244,95,1,As
61,115,1,As
97,153,4,Dy
86,153,4,Dy
98,127,1,As
71,82,4,Dy
151,153,4,Dy
99,178,4,Dy
48,105,1,As
184,153,4,Dy
137,132,4,Dy
40,259,4,Dy
152,42,4,Dy
176,42,4,Dy
106,179,4,Dy
120,33,3,I
168,178,4,Dy
173,41,4,Dy
106,41,4,Dy
52,99,4,Dy
166,257,3,I
182,103,1,As
127,187,4,Dy
186,180,4,Dy
170,130,4,Dy
176,255,1,As
103,79,2,Ag
137,132,3,I
59,82,4,Dy
173,91,2,Ag
70,74,4,Dy
103,153,4,Dy
244,182,1,As
102,257,3,I
131,178,4,Dy
70,63,4,Dy
140,127,1,As
167,127,1,As
253,84,4,Dy
45,127,3,I
134,127,1,As
45,138,1,As
133,142,1,As
155,102,1,As
95,153,4,Dy
145,99,4,Dy
54,120,1,As
179,124,1,As
50,153,4,Dy
165,199,1,As
144,178,4,Dy
106,43,4,Dy
174,99,4,Dy
58,178,4,Dy
198,199,1,As
174,93,4,Dy
126,83,4,Dy
66,41,1,As
105,102,2,Ag
69,83,4,Dy
45,86,4,Dy
54,227,1,As
59,79,2,Ag
70,79,2,Ag
44,39,3,I
171,203,1,As
133,83,4,Dy
11,7,1,As
71,127,1,As
130,41,4,Dy
13,7,3,I
242,259,1,As
86,83,4,Dy
81,104,4,Dy
84,259,4,Dy
133,93,4,Dy
199,207,1,As
104,189,4,Dy
136,106,4,Dy
11,8,4,Dy
260,258,4,Dy
149,105,1,As
176,81,4,Dy
152,41,4,Dy
145,93,4,Dy
56,79,2,Ag
180,92,1,As
244,76,4,Dy
44,39,4,Dy
45,127,1,As
176,141,1,As
20,12,4,Dy
131,165,1,As
141,178,1,As
42,104,4,Dy
97,252,1,As
226,224,1,As
136,153,4,Dy
193,181,4,Dy
168,153,4,Dy
164,259,4,Dy
177,171,4,Dy
63,82,4,Dy
87,93,4,Dy
59,99,4,Dy
70,93,4,Dy
59,93,4,Dy
235,237,1,As
58,69,4,Dy
97,83,4,Dy
152,89,4,Dy
182,82,4,Dy
243,253,3,I
85,88,4,Dy
180,153,4,Dy
16,18,1,As
167,82,4,Dy
176,171,4,Dy
77,105,1,As
45,121,1,As
58,63,4,Dy
182,82,1,As
156,218,1,As
184,119,1,As
125,127,1,As
155,153,4,Dy
42,160,1,As
182,179,3,I
174,83,4,Dy
141,138,4,Dy
171,42,4,Dy
40,83,4,Dy
56,93,4,Dy
100,212,1,As
39,260,4,Dy
173,255,1,As
42,256,1,As
173,203,1,As
1,20,1,As
42,34,1,As
81,151,1,As
133,92,1,As
179,104,1,As
60,79,1,As
126,93,4,Dy
50,82,4,Dy
183,83,4,Dy
58,74,4,Dy
133,188,4,Dy
8,4,1,As
244,76,1,As
138,188,4,Dy
148,105,1,As
99,189,4,Dy
244,27,1,As
191,190,4,Dy
254,255,1,As
69,93,4,Dy
64,99,4,Dy
131,103,1,As
145,169,1,As
129,45,4,Dy
49,105,1,As
67,153,4,Dy
253,258,3,I
105,153,4,Dy
138,195,1,As
49,246,1,As
183,93,4,Dy
146,107,1,As
138,93,4,Dy
49,99,4,Dy
148,135,4,Dy
154,164,4,Dy
115,99,4,Dy
126,178,4,Dy
50,102,1,As
54,28,1,As
5,13,4,Dy
81,99,4,Dy
152,41,1,As
131,162,4,Dy
180,83,4,Dy
146,197,1,As
56,178,4,Dy
100,99,4,Dy
183,103,1,As
135,132,4,Dy
154,259,1,As
164,203,1,As
67,103,1,As
177,178,1,As
97,44,3,I
176,98,4,Dy
162,41,4,Dy
106,42,4,Dy
190,132,4,Dy
133,103,1,As
100,82,1,As
80,251,1,As
226,223,1,As
95,260,4,Dy
11,10,4,Dy
69,103,1,As
44,159,4,Dy
190,99,4,Dy
138,105,1,As
180,198,1,As
103,83,4,Dy
79,82,4,Dy
81,96,1,As
58,53,4,Dy
138,83,4,Dy
74,105,1,As
163,203,1,As
126,153,4,Dy
163,260,4,Dy
87,203,1,As
106,34,1,As
149,195,1,As
183,92,1,As
40,98,4,Dy
145,105,1,As
133,187,4,Dy
190,195,1,As
166,178,4,Dy
100,82,4,Dy
59,83,4,Dy
180,102,1,As
70,69,4,Dy
0,6,1,As
57,93,4,Dy
161,105,1,As
170,83,4,Dy
83,165,2,Ag
0,12,4,Dy
141,132,1,As
145,83,4,Dy
149,99,4,Dy
40,153,4,Dy
96,127,2,Ag
118,117,2,Ag
70,83,4,Dy
87,83,4,Dy
57,178,4,Dy
129,172,1,As
170,93,4,Dy
170,203,1,As
70,103,1,As
52,82,4,Dy
66,197,4,Dy
97,44,4,Dy
106,45,4,Dy
103,93,4,Dy
194,127,1,As
70,53,4,Dy
59,103,1,As
126,251,1,As
65,99,4,Dy
134,108,1,As
169,168,2,Ag
70,178,4,Dy
54,63,1,As
11,2,1,As
193,127,1,As
144,168,1,As
50,103,1,As
191,194,4,Dy
170,98,4,Dy
170,153,4,Dy
54,73,4,Dy
183,99,4,Dy
61,65,4,Dy
144,132,3,I
69,115,1,As
154,163,4,Dy
244,181,1,As
259,11,4,Dy
177,141,1,As
91,83,4,Dy
141,136,4,Dy
56,103,1,As
74,251,1,As
102,154,4,Dy
174,105,1,As
232,251,1,As
57,83,4,Dy
54,225,1,As
141,168,1,As
129,179,4,Dy
149,132,3,I
161,260,4,Dy
69,99,4,Dy
211,210,1,As
128,127,1,As
119,105,2,Ag
97,79,1,As
171,43,4,Dy
231,234,1,As
169,178,4,Dy
54,63,4,Dy
57,153,4,Dy
67,178,4,Dy
127,189,4,Dy
183,187,3,I
137,105,1,As
258,84,4,Dy
51,99,4,Dy
155,218,1,As
176,251,1,As
44,179,4,Dy
177,178,3,I
54,73,1,As
136,103,1,As
159,83,4,Dy
42,151,1,As
136,162,4,Dy
60,82,4,Dy
120,82,4,Dy
91,83,2,Ag
58,71,4,Dy
147,138,1,As
97,130,4,Dy
132,127,1,As
141,178,4,Dy
244,164,1,As
87,127,1,As
192,127,1,As
51,178,4,Dy
215,208,3,I
59,127,1,As
258,254,3,I
113,83,4,Dy
150,82,4,Dy
91,93,4,Dy
64,82,4,Dy
117,132,4,Dy
234,235,1,As
103,178,4,Dy
128,82,4,Dy
99,188,4,Dy
155,93,4,Dy
20,16,4,Dy
131,134,1,As
45,114,1,As
177,45,4,Dy
183,102,1,As
81,91,2,Ag
141,105,1,As
258,260,4,Dy
39,259,4,Dy
193,103,1,As
161,99,4,Dy
138,153,4,Dy
145,127,1,As
244,98,1,As
54,56,1,As
166,83,4,Dy
169,167,4,Dy
220,219,3,I
88,127,1,As
134,195,1,As
45,195,1,As
179,103,1,As
177,145,1,As
94,203,1,As
177,45,1,As
67,83,4,Dy
220,223,1,As
134,99,4,Dy
214,209,3,I
244,193,4,Dy
161,136,1,As
11,16,4,Dy
41,83,4,Dy
46,105,1,As
98,79,1,As
61,63,4,Dy
152,179,4,Dy
161,140,1,As
83,91,2,Ag
45,99,4,Dy
42,178,4,Dy
63,226,1,As
81,179,4,Dy
150,251,1,As
109,93,4,Dy
173,34,1,As
244,81,4,Dy
49,82,4,Dy
259,254,1,As
183,127,1,As
145,138,4,Dy
180,179,3,I
71,103,1,As
110,153,4,Dy
245,260,1,As
102,158,1,As
40,178,4,Dy
177,256,1,As
106,80,1,As
63,99,4,Dy
132,142,3,I
193,182,3,I
100,103,1,As
244,161,4,Dy
99,103,1,As
78,105,1,As
187,83,4,Dy
177,42,4,Dy
79,250,1,As
129,34,1,As
192,102,1,As
85,127,1,As
54,68,4,Dy
102,159,4,Dy
126,82,4,Dy
66,161,4,Dy
43,92,3,I
104,103,1,As
106,203,1,As
11,16,1,As
177,98,4,Dy
95,255,1,As
176,178,1,As
68,82,4,Dy
44,104,4,Dy
254,256,1,As
152,86,4,Dy
52,102,1,As
180,178,4,Dy
68,92,1,As
132,105,1,As
186,185,4,Dy
81,199,1,As
167,83,4,Dy
39,98,4,Dy
174,127,1,As
177,197,4,Dy
177,203,1,As
73,103,1,As
50,178,4,Dy
133,82,4,Dy
170,179,4,Dy
194,175,1,As
244,81,1,As
151,82,4,Dy
20,18,1,As
64,48,3,I
57,82,4,Dy
191,183,4,Dy
135,132,3,I
176,173,4,Dy
173,98,4,Dy
142,93,4,Dy
148,150,4,Dy
244,32,1,As
152,173,4,Dy
41,104,4,Dy
39,153,4,Dy
136,101,4,Dy
184,82,4,Dy
197,91,2,Ag
44,155,4,Dy
59,153,4,Dy
191,105,1,As
136,41,1,As
80,93,4,Dy
106,98,4,Dy
161,40,4,Dy
244,193,1,As
86,82,4,Dy
97,82,4,Dy
61,69,4,Dy
136,93,4,Dy
176,178,3,I
165,83,1,As
257,259,4,Dy
193,182,4,Dy
244,171,4,Dy
135,102,1,As
52,79,2,Ag
58,56,4,Dy
173,256,1,As
52,127,1,As
135,45,1,As
49,48,3,I
48,251,1,As
96,153,4,Dy
30,251,1,As
101,80,1,As
233,223,1,As
185,83,4,Dy
99,116,1,As
222,224,1,As
50,105,1,As
187,82,4,Dy
94,153,4,Dy
104,188,4,Dy
151,83,4,Dy
81,204,1,As
28,211,1,As
68,83,4,Dy
45,189,4,Dy
178,127,3,I
190,82,4,Dy
191,178,4,Dy
211,215,1,As
244,54,1,As
56,83,4,Dy
177,81,4,Dy
58,105,1,As
84,153,4,Dy
7,16,4,Dy
27,26,3,I
123,105,2,Ag
164,91,1,As
70,67,4,Dy
76,103,2,Ag
111,110,2,Ag
119,142,1,As
32,251,1,As
80,79,1,As
94,93,4,Dy
62,103,1,As
146,82,4,Dy
145,103,1,As
135,127,1,As
44,154,4,Dy
99,92,1,As
144,105,1,As
133,195,1,As
145,142,2,Ag
156,178,4,Dy
72,178,4,Dy
98,29,1,As
84,93,1,As
135,195,1,As
161,259,4,Dy
66,40,4,Dy
70,61,3,I
147,83,4,Dy
86,84,1,As
77,103,1,As
90,127,1,As
194,179,3,I
135,153,4,Dy
79,178,4,Dy
74,102,1,As
54,27,1,As
134,189,4,Dy
137,99,4,Dy
177,41,1,As
138,132,3,I
29,217,1,As
170,252,1,As
191,178,1,As
149,251,1,As
65,251,1,As
184,83,4,Dy
244,171,1,As
138,99,4,Dy
65,105,1,As
94,80,1,As
142,153,4,Dy
171,45,1,As
242,159,1,As
183,153,4,Dy
129,99,4,Dy
69,105,1,As
186,179,1,As
136,197,4,Dy
120,178,4,Dy
56,251,1,As
156,158,3,I
31,26,3,I
177,138,1,As
54,37,1,As
162,42,4,Dy
90,178,4,Dy
100,83,4,Dy
242,260,1,As
226,222,1,As
168,83,4,Dy
99,83,4,Dy
137,126,1,As
51,105,1,As
11,9,1,As
84,203,1,As
171,34,1,As
82,111,2,Ag
180,105,1,As
45,153,4,Dy
98,93,4,Dy
171,45,4,Dy
180,199,1,As
131,93,4,Dy
20,4,1,As
193,192,4,Dy
180,251,1,As
182,99,4,Dy
54,59,4,Dy
175,99,4,Dy
40,104,4,Dy
136,173,4,Dy
152,40,3,I
104,105,2,Ag
190,104,4,Dy
110,93,4,Dy
176,101,4,Dy
197,41,4,Dy
81,94,4,Dy
123,188,4,Dy
81,105,1,As
1,6,1,As
85,162,4,Dy
175,114,1,As
42,259,4,Dy
185,178,4,Dy
173,42,4,Dy
145,149,4,Dy
90,197,1,As
152,40,4,Dy
182,102,1,As
140,153,4,Dy
90,82,4,Dy
197,41,3,I
194,93,4,Dy
177,41,4,Dy
195,99,4,Dy
184,188,3,I
132,103,1,As
244,99,1,As
148,136,4,Dy
85,178,4,Dy
233,224,1,As
45,102,1,As
73,82,1,As
233,226,1,As
190,185,1,As
145,146,4,Dy
135,42,4,Dy
176,104,4,Dy
99,217,3,I
179,92,1,As
19,2,2,Ag
72,105,1,As
68,196,2,Ag
122,123,2,Ag
138,79,2,Ag
50,251,1,As
54,70,4,Dy
105,132,4,Dy
88,83,1,As
47,36,1,As
103,127,1,As
192,93,4,Dy
95,256,1,As
60,93,4,Dy
84,257,3,I
139,91,2,Ag
151,178,4,Dy
184,178,4,Dy
22,3,1,As
95,127,2,Ag
168,82,4,Dy
162,81,3,I
173,45,4,Dy
152,171,4,Dy
210,208,3,I
58,50,4,Dy
231,235,1,As
61,49,4,Dy
103,82,4,Dy
54,70,1,As
193,105,1,As
150,83,4,Dy
54,77,4,Dy
134,132,4,Dy
39,80,1,As
204,199,1,As
176,41,4,Dy
40,34,1,As
152,81,4,Dy
187,178,4,Dy
163,199,1,As
190,34,1,As
149,189,4,Dy
1,12,4,Dy
81,259,4,Dy
88,178,4,Dy
164,256,1,As
41,255,1,As
194,99,4,Dy
161,106,4,Dy
95,82,4,Dy
63,48,3,I
184,142,1,As
72,83,4,Dy
193,183,4,Dy
134,132,3,I
102,155,4,Dy
155,127,1,As
125,251,1,As
197,34,1,As
129,98,4,Dy
105,116,2,Ag
134,102,1,As
179,105,1,As
42,83,4,Dy
5,2,2,Ag
175,93,4,Dy
154,84,4,Dy
139,162,4,Dy
185,103,1,As
53,105,1,As
145,133,4,Dy
28,251,1,As
177,104,4,Dy
100,105,1,As
102,153,4,Dy
47,99,4,Dy
244,170,4,Dy
173,45,1,As
39,79,1,As
53,103,1,As
84,93,4,Dy
45,201,1,As
136,127,1,As
176,34,1,As
16,12,4,Dy
54,76,4,Dy
197,146,1,As
220,224,1,As
68,178,4,Dy
148,99,4,Dy
176,41,1,As
32,217,1,As
160,82,2,Ag
146,103,1,As
259,258,4,Dy
141,150,4,Dy
88,83,4,Dy
149,109,1,As
52,93,4,Dy
181,153,4,Dy
82,160,2,Ag
127,91,2,Ag
70,50,4,Dy
89,88,3,I
81,43,4,Dy
161,179,4,Dy
260,256,3,I
191,184,4,Dy
173,89,1,As
135,108,1,As
78,103,1,As
70,51,4,Dy
244,191,1,As
161,199,1,As
98,187,4,Dy
79,251,1,As
139,83,1,As
151,142,2,Ag
40,82,4,Dy
186,93,4,Dy
150,178,1,As
89,88,4,Dy
191,182,3,I
66,81,1,As
154,102,4,Dy
141,167,4,Dy
40,45,1,As
176,256,1,As
152,153,3,I
112,114,3,I
127,105,2,Ag
54,202,1,As
244,161,1,As
56,109,4,Dy
102,93,4,Dy
54,76,1,As
197,104,4,Dy
71,83,4,Dy
181,99,4,Dy
66,171,4,Dy
58,51,1,As
169,259,4,Dy
244,40,4,Dy
244,53,1,As
63,153,4,Dy
141,167,1,As
50,109,4,Dy
164,165,3,I
184,103,1,As
52,153,4,Dy
152,98,4,Dy
40,41,4,Dy
11,0,1,As
179,142,1,As
190,127,1,As
244,102,1,As
182,153,4,Dy
57,127,1,As
152,241,1,As
186,102,1,As
191,181,4,Dy
173,149,1,As
120,105,1,As
150,103,1,As
81,135,1,As
185,82,4,Dy
44,260,4,Dy
40,256,1,As
46,103,1,As
188,195,3,I
176,45,1,As
40,41,3,I
181,102,1,As
128,178,4,Dy
130,42,4,Dy
128,83,4,Dy
132,178,4,Dy
139,83,4,Dy
113,82,4,Dy
164,165,1,As
134,187,4,Dy
181,93,4,Dy
89,80,1,As
154,102,1,As
144,167,4,Dy
48,103,1,As
150,178,4,Dy
66,81,4,Dy
244,99,4,Dy
94,96,3,I
139,178,4,Dy
163,257,3,I
177,101,4,Dy
61,74,4,Dy
186,153,4,Dy
247,251,1,As
127,83,2,Ag
260,33,3,I
142,99,4,Dy
13,16,4,Dy
193,83,4,Dy
125,83,4,Dy
146,178,4,Dy
244,227,1,As
242,155,1,As
130,42,3,I
68,103,1,As
135,81,1,As
132,83,4,Dy
179,83,4,Dy
177,34,1,As
140,93,4,Dy
49,127,1,As
41,82,4,Dy
152,85,4,Dy
191,174,1,As
191,180,4,Dy
226,228,2,Ag
45,187,4,Dy
63,93,4,Dy
191,192,4,Dy
45,79,1,As
147,82,4,Dy
11,13,4,Dy
224,222,1,As
177,173,4,Dy
100,157,1,As
188,132,4,Dy
146,83,4,Dy
101,43,4,Dy
61,105,1,As
258,256,1,As
194,102,1,As
138,189,4,Dy
131,81,1,As
61,67,4,Dy
68,125,1,As
179,178,4,Dy
61,251,1,As
244,191,4,Dy
152,260,4,Dy
39,179,4,Dy
192,153,4,Dy
156,102,2,Ag
193,178,1,As
136,99,4,Dy
42,255,1,As
64,102,1,As
96,83,4,Dy
44,130,4,Dy
145,137,4,Dy
149,203,1,As
47,102,1,As
110,82,4,Dy
137,103,1,As
145,134,4,Dy
19,10,1,As
19,11,4,Dy
65,103,1,As
41,257,3,I
45,188,4,Dy
135,187,4,Dy
242,243,1,As
99,195,1,As
16,4,3,I
181,91,1,As
51,79,1,As
151,148,1,As
184,132,4,Dy
136,195,1,As
161,41,1,As
135,92,1,As
44,98,4,Dy
92,196,2,Ag
68,153,4,Dy
90,93,4,Dy
84,91,3,I
150,132,3,I
66,106,4,Dy
161,165,1,As
161,93,4,Dy
220,251,1,As
137,162,4,Dy
197,45,4,Dy
107,93,4,Dy
152,80,1,As
244,106,1,As
20,21,1,As
197,203,1,As
71,178,4,Dy
54,251,1,As
169,82,4,Dy
161,43,4,Dy
72,103,1,As
70,127,1,As
10,3,1,As
108,41,4,Dy
195,122,4,Dy
90,83,4,Dy
184,127,1,As
89,93,4,Dy
244,106,4,Dy
156,213,1,As
149,42,4,Dy
134,103,1,As
193,178,4,Dy
67,105,1,As
134,162,4,Dy
114,113,2,Ag
185,153,4,Dy
49,153,4,Dy
39,83,4,Dy
145,166,4,Dy
134,93,4,Dy
45,93,4,Dy
125,178,4,Dy
161,83,3,I
41,259,4,Dy
185,189,3,I
197,98,4,Dy
18,17,3,I
81,255,1,As
42,43,4,Dy
100,158,1,As
146,105,1,As
131,132,4,Dy
134,41,4,Dy
151,127,2,Ag
29,251,1,As
67,99,4,Dy
133,132,3,I
245,102,1,As
128,153,4,Dy
73,99,4,Dy
19,5,1,As
161,83,4,Dy
190,45,4,Dy
58,251,1,As
260,254,1,As
167,178,1,As
107,83,4,Dy
96,93,4,Dy
131,132,3,I
179,99,4,Dy
149,35,1,As
133,132,4,Dy
19,10,4,Dy
51,93,4,Dy
151,138,1,As
177,251,1,As
190,188,1,As
81,203,1,As
54,60,1,As
161,41,4,Dy
137,93,4,Dy
163,161,1,As
146,132,3,I
141,149,4,Dy
45,89,4,Dy
191,182,4,Dy
129,196,2,Ag
197,45,1,As
61,79,2,Ag
41,153,4,Dy
194,153,4,Dy
52,178,4,Dy
134,188,4,Dy
190,43,4,Dy
167,178,4,Dy
186,105,1,As
104,82,4,Dy
244,101,4,Dy
145,144,4,Dy
173,104,4,Dy
108,162,4,Dy
131,105,1,As
175,127,1,As
107,79,2,Ag
94,82,4,Dy
81,42,4,Dy
147,153,4,Dy
149,153,4,Dy
54,31,1,As
42,79,2,Ag
192,82,4,Dy
44,45,1,As
146,132,4,Dy
10,2,3,I
54,64,1,As
106,104,4,Dy
72,79,1,As
55,248,1,As
126,127,1,As
145,144,3,I
149,45,1,As
120,116,3,I
145,131,4,Dy
56,127,1,As
163,256,1,As
113,178,4,Dy
244,101,1,As
81,98,4,Dy
42,102,2,Ag
192,179,3,I
193,194,4,Dy
135,93,4,Dy
245,177,1,As
132,82,4,Dy
197,90,1,As
42,45,3,I
42,93,4,Dy
186,132,4,Dy
162,136,1,As
134,83,4,Dy
41,98,4,Dy
99,105,3,I
101,83,1,As
13,6,1,As
86,127,1,As
98,189,4,Dy
66,101,4,Dy
179,82,4,Dy
82,79,1,As
61,56,4,Dy
185,142,1,As
186,99,4,Dy
56,105,1,As
135,188,4,Dy
177,187,4,Dy
135,251,1,As
54,64,4,Dy
161,42,4,Dy
42,45,4,Dy
141,251,1,As
104,195,2,Ag
147,142,2,Ag
141,82,4,Dy
44,45,4,Dy
137,102,1,As
40,127,1,As
44,42,4,Dy
83,127,3,I
161,255,1,As
90,88,4,Dy
97,127,1,As
161,162,3,I
181,251,1,As
100,178,4,Dy
32,26,3,I
193,190,4,Dy
148,153,4,Dy
190,98,4,Dy
142,82,4,Dy
84,82,4,Dy
197,42,4,Dy
109,127,1,As
184,105,1,As
234,238,1,As
72,93,4,Dy
71,48,3,I
90,88,3,I
39,93,4,Dy
41,45,3,I
81,83,1,As
8,7,3,I
70,105,1,As
150,105,1,As
171,104,4,Dy
11,17,1,As
133,127,1,As
97,39,4,Dy
81,45,1,As
11,20,1,As
60,127,1,As
144,82,4,Dy
98,178,4,Dy
191,93,4,Dy
50,246,1,As
181,82,4,Dy
44,259,4,Dy
135,83,4,Dy
142,105,1,As
41,45,4,Dy
186,181,4,Dy
96,82,4,Dy
176,201,1,As
45,83,4,Dy
44,102,1,As
64,153,4,Dy
97,39,1,As
49,109,4,Dy
223,224,1,As
156,153,4,Dy
177,179,4,Dy
45,83,2,Ag
16,6,1,As
69,48,3,I
161,162,4,Dy
45,85,4,Dy
58,82,4,Dy
56,246,1,As
185,102,1,As
186,184,4,Dy
147,178,4,Dy
86,80,1,As
141,146,4,Dy
45,88,1,As
15,3,3,I
61,103,1,As
131,127,1,As
175,105,1,As
149,41,4,Dy
110,82,2,Ag
41,178,4,Dy
136,105,1,As
81,45,4,Dy
44,102,3,I
187,153,4,Dy
99,127,1,As
44,42,1,As
142,118,2,Ag
134,45,1,As
193,180,4,Dy
124,123,2,Ag
253,257,1,As
148,93,4,Dy
191,83,4,Dy
181,179,3,I
31,251,1,As
140,131,3,I
139,131,3,I
101,91,2,Ag
155,82,4,Dy
64,93,4,Dy
108,251,1,As
50,115,1,As
5,7,2,Ag
245,259,1,As
197,83,1,As
51,153,4,Dy
45,112,4,Dy
149,83,4,Dy
98,32,1,As
134,153,4,Dy
148,133,3,I
152,34,1,As
132,118,1,As
145,125,1,As
176,40,4,Dy
191,179,1,As
57,105,1,As
136,132,3,I
159,157,3,I
135,162,4,Dy
87,178,4,Dy
135,103,1,As
244,74,1,As
61,68,4,Dy
168,127,2,Ag
120,127,1,As
200,199,1,As
54,226,1,As
120,115,1,As
199,203,1,As
66,96,1,As
137,153,4,Dy
144,99,4,Dy
54,99,4,Dy
99,82,4,Dy
104,83,4,Dy
39,42,3,I
173,260,4,Dy
59,178,4,Dy
156,83,4,Dy
159,102,1,As
107,153,4,Dy
58,103,1,As
134,251,1,As
60,99,4,Dy
233,231,1,As
58,64,4,Dy
133,125,1,As
44,255,1,As
45,90,4,Dy
169,93,1,As
58,79,2,Ag
156,93,4,Dy
39,42,4,Dy
89,84,1,As
190,187,4,Dy
136,82,4,Dy
42,252,1,As
148,133,4,Dy
44,158,1,As
54,30,1,As
149,93,4,Dy
70,99,4,Dy
142,127,1,As
42,82,1,As
191,82,4,Dy
133,99,4,Dy
182,127,1,As
73,251,1,As
51,102,1,As
98,153,4,Dy
174,178,4,Dy
190,153,4,Dy
39,203,1,As
190,83,4,Dy
