Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
176,org.jhotdraw.draw.TextAreaFigure,"{attrDeps:{org.jhotdraw.draw.EllipseFigure:1,org.jhotdraw.draw.AbstractCompositeFigure:1,org.jhotdraw.draw.tool.DragTracker:1,org.jhotdraw.draw.tool.Tool:1,org.jhotdraw.draw.tool.SelectAreaTracker:1,org.jhotdraw.draw.DiamondFigure:1,org.jhotdraw.geom.Dimension2DDouble:1,org.jhotdraw.beans.AbstractBean:1,org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.RectangleFigure:1,org.jhotdraw.draw.DefaultDrawingEditor:1,org.jhotdraw.draw.BezierFigure:1,org.jhotdraw.xml.NanoXMLDOMOutput:2,org.jhotdraw.draw.TextHolderFigure:2,org.jhotdraw.draw.DrawingEditorProxy:1,org.jhotdraw.draw.tool.HandleTracker:1,org.jhotdraw.xml.DOMOutput:2,org.jhotdraw.xml.DOMInput:2,org.jhotdraw.draw.RoundRectangleFigure:1,org.jhotdraw.draw.AbstractConstrainer:1,org.jhotdraw.xml.NanoXMLDOMInput:2,org.jhotdraw.draw.AbstractAttributedDecoratedFigure:1,org.jhotdraw.draw.AbstractFigure:1,org.jhotdraw.draw.AbstractAttributedFigure:1,org.jhotdraw.draw.TriangleFigure:1}}","{methodDeps:{org.jhotdraw.draw.EllipseFigure:12,org.jhotdraw.draw.AbstractCompositeFigure:1,org.jhotdraw.draw.tool.DragTracker:1,org.jhotdraw.draw.tool.SelectAreaTracker:1,org.jhotdraw.draw.DiamondFigure:12,org.jhotdraw.draw.tool.TextAreaEditingTool:1,org.jhotdraw.geom.Dimension2DDouble:1,org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.RectangleFigure:1,org.jhotdraw.draw.DefaultDrawingEditor:1,org.jhotdraw.draw.BezierFigure:12,org.jhotdraw.xml.NanoXMLDOMOutput:4,org.jhotdraw.draw.TextHolderFigure:1,org.jhotdraw.draw.handle.TextOverflowHandle:1,org.jhotdraw.draw.handle.FontSizeHandle:1,org.jhotdraw.draw.DrawingEditorProxy:1,org.jhotdraw.util.ResourceBundleUtil:2,org.jhotdraw.draw.tool.HandleTracker:1,org.jhotdraw.xml.DOMOutput:4,org.jhotdraw.xml.DOMInput:4,org.jhotdraw.draw.RoundRectangleFigure:1,org.jhotdraw.draw.AbstractConstrainer:1,org.jhotdraw.xml.NanoXMLDOMInput:4,org.jhotdraw.draw.AbstractAttributedDecoratedFigure:12,org.jhotdraw.draw.AbstractFigure:1,org.jhotdraw.draw.AbstractAttributedFigure:1,org.jhotdraw.draw.AttributeKeys:1,org.jhotdraw.draw.TriangleFigure:1}}"
183,org.jhotdraw.draw.tool.DefaultDragTracker,"{attrDeps:{org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.DecoratedFigure:3,org.jhotdraw.draw.tool.DragTracker:1,org.jhotdraw.draw.CompositeFigure:3,org.jhotdraw.draw.ConnectionFigure:3,org.jhotdraw.draw.DefaultDrawingView:13,org.jhotdraw.draw.Figure:3,org.jhotdraw.draw.TextHolderFigure:3,org.jhotdraw.draw.ImageHolderFigure:3}}","{methodDeps:{org.jhotdraw.draw.tool.DragTracker:1,org.jhotdraw.draw.DrawingEditor:3,org.jhotdraw.draw.CompositeFigure:9,org.jhotdraw.draw.Drawing:2,org.jhotdraw.draw.Figure:9,org.jhotdraw.draw.ImageHolderFigure:9,org.jhotdraw.draw.event.TransformEdit:1,org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.DecoratedFigure:9,org.jhotdraw.draw.ConnectionFigure:9,org.jhotdraw.draw.DefaultDrawingView:20,org.jhotdraw.draw.DrawingView:20,org.jhotdraw.draw.TextHolderFigure:9,org.jhotdraw.draw.Constrainer:1}}"
191,org.jhotdraw.draw.tool.TextAreaCreationTool,"{attrDeps:{org.jhotdraw.draw.tool.CreationTool:9,org.jhotdraw.draw.tool.DefaultHandleTracker:9,org.jhotdraw.draw.DrawingEditor:1,org.jhotdraw.draw.CompositeFigure:1,org.jhotdraw.draw.tool.BezierTool:9,org.jhotdraw.draw.tool.TextEditingTool:9,org.jhotdraw.draw.tool.DefaultSelectAreaTracker:9,org.jhotdraw.draw.tool.TextAreaEditingTool:9,org.jhotdraw.draw.Figure:1,org.jhotdraw.draw.text.FloatingTextArea:1,org.jhotdraw.draw.tool.DefaultDragTracker:13,org.jhotdraw.draw.ImageHolderFigure:1,org.jhotdraw.draw.DecoratedFigure:1,org.jhotdraw.draw.ConnectionFigure:1,org.jhotdraw.draw.DefaultDrawingView:1,org.jhotdraw.draw.tool.ConnectionTool:9,org.jhotdraw.draw.tool.SelectionTool:13,org.jhotdraw.draw.TextHolderFigure:1}}","{methodDeps:{org.jhotdraw.draw.tool.CreationTool:10,org.jhotdraw.draw.tool.DefaultHandleTracker:10,org.jhotdraw.draw.CompositeFigure:5,org.jhotdraw.draw.tool.BezierTool:10,org.jhotdraw.draw.tool.TextEditingTool:10,org.jhotdraw.draw.Drawing:3,org.jhotdraw.draw.tool.DefaultSelectAreaTracker:10,org.jhotdraw.draw.tool.TextAreaEditingTool:10,org.jhotdraw.draw.Figure:5,org.jhotdraw.draw.text.FloatingTextArea:6,org.jhotdraw.draw.tool.DefaultDragTracker:10,org.jhotdraw.draw.ImageHolderFigure:5,org.jhotdraw.draw.tool.AbstractTool:10,org.jhotdraw.draw.DecoratedFigure:5,org.jhotdraw.draw.ConnectionFigure:5,org.jhotdraw.draw.DefaultDrawingView:5,org.jhotdraw.draw.tool.ConnectionTool:10,org.jhotdraw.draw.tool.SelectionTool:10,org.jhotdraw.draw.DrawingView:5,org.jhotdraw.draw.TextHolderFigure:5}}"
11,net.n3.nanoxml.StdXMLParser,"{attrDeps:{net.n3.nanoxml.IXMLEntityResolver:3,net.n3.nanoxml.IXMLValidator:3,net.n3.nanoxml.NonValidator:3,net.n3.nanoxml.IXMLReader:3,net.n3.nanoxml.ValidatorPlugin:3,net.n3.nanoxml.IXMLParser:1,net.n3.nanoxml.XMLParseException:10,net.n3.nanoxml.StdXMLBuilder:3,net.n3.nanoxml.XMLValidationException:2,net.n3.nanoxml.IXMLBuilder:3,net.n3.nanoxml.XMLEntityResolver:3,net.n3.nanoxml.StdXMLReader:3}}","{methodDeps:{net.n3.nanoxml.IXMLValidator:8,net.n3.nanoxml.NonValidator:8,net.n3.nanoxml.IXMLReader:58,net.n3.nanoxml.ValidatorPlugin:8,net.n3.nanoxml.IXMLParser:1,net.n3.nanoxml.XMLParseException:1,net.n3.nanoxml.XMLUtil:45,net.n3.nanoxml.CDATAReader:1,net.n3.nanoxml.StdXMLBuilder:16,net.n3.nanoxml.XMLValidationException:1,net.n3.nanoxml.XMLEntityResolver:3,net.n3.nanoxml.IXMLBuilder:16,net.n3.nanoxml.StdXMLReader:58,net.n3.nanoxml.XMLException:1,net.n3.nanoxml.PIReader:1,net.n3.nanoxml.ContentReader:1}}"
237,org.jhotdraw.gui.plaf.palette.PaletteTextComponentBorder,null,null
207,org.jhotdraw.geom.Shapes,null,"{methodDeps:{org.jhotdraw.geom.Geom:1}}"
61,org.jhotdraw.draw.action.EditorColorChooserAction,"{attrDeps:{org.jhotdraw.draw.action.AttributeAction:4,org.jhotdraw.draw.action.MoveAction:4,org.jhotdraw.draw.action.AlignAction:4,org.jhotdraw.draw.action.ApplyAttributesAction:4,org.jhotdraw.draw.action.MoveConstrainedAction:4,org.jhotdraw.draw.DrawingEditor:5,org.jhotdraw.draw.action.SelectionColorChooserHandler:4,org.jhotdraw.draw.action.SendToBackAction:4,org.jhotdraw.draw.action.FontChooserHandler:4,org.jhotdraw.draw.action.DefaultAttributeAction:4,org.jhotdraw.draw.action.PickAttributesAction:4,org.jhotdraw.draw.AttributeKey:6,org.jhotdraw.draw.action.BringToFrontAction:4,org.jhotdraw.draw.action.IncreaseHandleDetailLevelAction:4,org.jhotdraw.draw.action.GroupAction:4,org.jhotdraw.draw.action.SelectSameAction:4,org.jhotdraw.draw.DefaultDrawingView:16,org.jhotdraw.draw.event.FigureSelectionEvent:1}}","{methodDeps:{org.jhotdraw.draw.action.AttributeAction:2,org.jhotdraw.draw.action.MoveAction:2,org.jhotdraw.draw.action.AlignAction:2,org.jhotdraw.draw.action.ApplyAttributesAction:2,org.jhotdraw.draw.action.MoveConstrainedAction:2,org.jhotdraw.draw.DrawingEditor:1,org.jhotdraw.util.ResourceBundleUtil:1,org.jhotdraw.draw.action.SelectionColorChooserHandler:2,org.jhotdraw.draw.action.SendToBackAction:2,org.jhotdraw.draw.action.FontChooserHandler:2,org.jhotdraw.draw.action.DefaultAttributeAction:2,org.jhotdraw.draw.action.PickAttributesAction:2,org.jhotdraw.draw.action.BringToFrontAction:2,org.jhotdraw.draw.action.IncreaseHandleDetailLevelAction:2,org.jhotdraw.draw.action.GroupAction:2,org.jhotdraw.draw.action.AbstractSelectedAction:2,org.jhotdraw.draw.action.SelectSameAction:2,org.jhotdraw.draw.DefaultDrawingView:1,org.jhotdraw.draw.DrawingView:1}}"
14,net.n3.nanoxml.XMLAttribute,null,null
151,org.jhotdraw.draw.handle.TransformHandleKit,"{attrDeps:{org.jhotdraw.draw.handle.AbstractHandle:8,org.jhotdraw.draw.DecoratedFigure:14,org.jhotdraw.draw.CompositeFigure:14,org.jhotdraw.draw.ConnectionFigure:14,org.jhotdraw.draw.Figure:14,org.jhotdraw.draw.handle.Handle:8,org.jhotdraw.draw.TextHolderFigure:14,org.jhotdraw.draw.ImageHolderFigure:14}}","{methodDeps:{org.jhotdraw.draw.handle.AbstractHandle:8,org.jhotdraw.draw.DecoratedFigure:14,org.jhotdraw.draw.CompositeFigure:14,org.jhotdraw.draw.ConnectionFigure:14,org.jhotdraw.draw.handle.BoundsOutlineHandle:3,org.jhotdraw.draw.handle.RotateHandle:2,org.jhotdraw.draw.TextHolderFigure:14,org.jhotdraw.draw.ImageHolderFigure:14}}"
15,net.n3.nanoxml.XMLElement,"{attrDeps:{net.n3.nanoxml.IXMLElement:1,net.n3.nanoxml.XMLAttribute:2}}","{methodDeps:{net.n3.nanoxml.XMLWriter:2,net.n3.nanoxml.IXMLElement:1,net.n3.nanoxml.XMLAttribute:35}}"
208,org.jhotdraw.gui.datatransfer.AbstractClipboard,null,null
77,org.jhotdraw.draw.action.ZoomAction,"{attrDeps:{org.jhotdraw.draw.action.AbstractDrawingViewAction:1,org.jhotdraw.draw.DrawingEditor:1,org.jhotdraw.draw.DefaultDrawingView:1,org.jhotdraw.draw.DrawingView:1}}","{methodDeps:{org.jhotdraw.draw.action.AbstractDrawingViewAction:1,org.jhotdraw.draw.DefaultDrawingView:3,org.jhotdraw.draw.DrawingView:3}}"
179,org.jhotdraw.draw.tool.AbstractTool,"{attrDeps:{org.jhotdraw.draw.DrawingEditorProxy:1,org.jhotdraw.draw.DrawingEditor:4,org.jhotdraw.draw.CompositeFigure:6,org.jhotdraw.draw.event.ToolAdapter:2,org.jhotdraw.draw.tool.Tool:1,org.jhotdraw.draw.Drawing:1,org.jhotdraw.draw.event.ToolListener:2,org.jhotdraw.beans.AbstractBean:1,org.jhotdraw.draw.ImageHolderFigure:6,org.jhotdraw.draw.handle.AbstractHandle:1,org.jhotdraw.draw.DecoratedFigure:6,org.jhotdraw.draw.ConnectionFigure:6,org.jhotdraw.draw.DefaultDrawingView:4,org.jhotdraw.draw.DrawingView:4,org.jhotdraw.draw.TextHolderFigure:6}}","{methodDeps:{org.jhotdraw.draw.DrawingEditorProxy:3,org.jhotdraw.draw.DrawingEditor:7,org.jhotdraw.draw.CompositeFigure:6,org.jhotdraw.draw.event.ToolAdapter:4,org.jhotdraw.draw.tool.Tool:1,org.jhotdraw.draw.Drawing:2,org.jhotdraw.draw.event.ToolListener:4,org.jhotdraw.draw.Figure:6,org.jhotdraw.beans.AbstractBean:1,org.jhotdraw.draw.ImageHolderFigure:6,org.jhotdraw.draw.handle.AbstractHandle:1,org.jhotdraw.draw.DecoratedFigure:6,org.jhotdraw.draw.ConnectionFigure:6,org.jhotdraw.draw.DefaultDrawingView:20,org.jhotdraw.draw.handle.Handle:1,org.jhotdraw.draw.DrawingView:20,org.jhotdraw.draw.event.ToolEvent:4,org.jhotdraw.draw.TextHolderFigure:6,org.jhotdraw.draw.Constrainer:1}}"
139,org.jhotdraw.draw.handle.ConnectionEndHandle,"{attrDeps:{org.jhotdraw.draw.LineFigure:1,org.jhotdraw.draw.DecoratedFigure:6,org.jhotdraw.draw.handle.AbstractConnectionHandle:1,org.jhotdraw.draw.CompositeFigure:6,org.jhotdraw.draw.ConnectionFigure:6,org.jhotdraw.draw.connector.Connector:4,org.jhotdraw.draw.TextHolderFigure:6,org.jhotdraw.draw.ImageHolderFigure:6}}","{methodDeps:{org.jhotdraw.draw.LineFigure:1,org.jhotdraw.draw.DecoratedFigure:2,org.jhotdraw.draw.handle.AbstractConnectionHandle:1,org.jhotdraw.draw.CompositeFigure:2,org.jhotdraw.draw.ConnectionFigure:2,org.jhotdraw.draw.Figure:2,org.jhotdraw.draw.BezierFigure:1,org.jhotdraw.draw.TextHolderFigure:2,org.jhotdraw.draw.ImageHolderFigure:2}}"
133,org.jhotdraw.draw.handle.AbstractRotateHandle,"{attrDeps:{org.jhotdraw.draw.handle.AbstractHandle:1,org.jhotdraw.draw.DecoratedFigure:1,org.jhotdraw.draw.tool.DragTracker:4,org.jhotdraw.draw.CompositeFigure:1,org.jhotdraw.draw.tool.HandleTracker:4,org.jhotdraw.draw.ConnectionFigure:1,org.jhotdraw.draw.tool.SelectAreaTracker:4,org.jhotdraw.draw.DefaultDrawingView:15,org.jhotdraw.draw.Figure:1,org.jhotdraw.draw.handle.Handle:1,org.jhotdraw.draw.TextHolderFigure:1,org.jhotdraw.draw.ImageHolderFigure:1}}","{methodDeps:{org.jhotdraw.geom.Geom:4,org.jhotdraw.draw.DrawingEditor:5,org.jhotdraw.draw.tool.DragTracker:1,org.jhotdraw.draw.CompositeFigure:13,org.jhotdraw.util.ResourceBundleUtil:2,org.jhotdraw.draw.tool.Tool:1,org.jhotdraw.draw.tool.HandleTracker:1,org.jhotdraw.draw.Drawing:1,org.jhotdraw.draw.tool.SelectAreaTracker:1,org.jhotdraw.draw.Figure:13,org.jhotdraw.draw.ImageHolderFigure:13,org.jhotdraw.draw.event.TransformRestoreEdit:1,org.jhotdraw.draw.event.TransformEdit:1,org.jhotdraw.draw.handle.AbstractHandle:1,org.jhotdraw.draw.DecoratedFigure:13,org.jhotdraw.draw.ConnectionFigure:13,org.jhotdraw.draw.DefaultDrawingView:5,org.jhotdraw.draw.DrawingView:5,org.jhotdraw.draw.TextHolderFigure:13,org.jhotdraw.draw.Constrainer:1}}"
215,org.jhotdraw.gui.datatransfer.JNLPClipboard,"{attrDeps:{org.jhotdraw.gui.datatransfer.AbstractClipboard:1}}","{methodDeps:{org.jhotdraw.gui.datatransfer.AbstractClipboard:1}}"
8,net.n3.nanoxml.NonValidator,"{attrDeps:{net.n3.nanoxml.IXMLEntityResolver:9,net.n3.nanoxml.IXMLValidator:1,net.n3.nanoxml.IXMLReader:6,net.n3.nanoxml.XMLEntityResolver:9,net.n3.nanoxml.StdXMLReader:6}}","{methodDeps:{net.n3.nanoxml.IXMLEntityResolver:2,net.n3.nanoxml.IXMLValidator:1,net.n3.nanoxml.IXMLReader:14,net.n3.nanoxml.XMLUtil:85,net.n3.nanoxml.CDATAReader:2,net.n3.nanoxml.XMLEntityResolver:2,net.n3.nanoxml.StdXMLReader:14}}"
42,org.jhotdraw.draw.AbstractCompositeFigure,"{attrDeps:{org.jhotdraw.draw.layouter.Layouter:3,org.jhotdraw.draw.DrawingEditorProxy:1,org.jhotdraw.draw.CompositeFigure:17,org.jhotdraw.draw.Drawing:2,org.jhotdraw.xml.DOMStorable:1,org.jhotdraw.xml.DOMOutput:1,org.jhotdraw.draw.Figure:17,org.jhotdraw.geom.Dimension2DDouble:1,org.jhotdraw.draw.AttributeKey:2,org.jhotdraw.beans.AbstractBean:1,org.jhotdraw.draw.ImageHolderFigure:17,org.jhotdraw.xml.DOMInput:1,org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.DecoratedFigure:17,org.jhotdraw.draw.AbstractConstrainer:1,org.jhotdraw.draw.DefaultDrawingEditor:1,org.jhotdraw.xml.NanoXMLDOMInput:1,org.jhotdraw.draw.ConnectionFigure:17,org.jhotdraw.draw.AbstractFigure:1,org.jhotdraw.draw.event.CompositeFigureListener:2,org.jhotdraw.xml.NanoXMLDOMOutput:1,org.jhotdraw.draw.TextHolderFigure:17}}","{methodDeps:{org.jhotdraw.draw.handle.TransformHandleKit:1,org.jhotdraw.draw.layouter.Layouter:2,org.jhotdraw.draw.DrawingEditorProxy:1,org.jhotdraw.draw.CompositeFigure:38,org.jhotdraw.xml.DOMStorable:1,org.jhotdraw.xml.DOMOutput:3,org.jhotdraw.draw.handle.BoundsOutlineHandle:1,org.jhotdraw.draw.Figure:38,org.jhotdraw.geom.Dimension2DDouble:1,org.jhotdraw.draw.event.CompositeFigureEvent:2,org.jhotdraw.draw.ImageHolderFigure:38,org.jhotdraw.xml.DOMInput:4,org.jhotdraw.draw.tool.AbstractTool:1,org.jhotdraw.draw.DecoratedFigure:38,org.jhotdraw.draw.AbstractConstrainer:1,org.jhotdraw.util.ReversedList:1,org.jhotdraw.draw.DefaultDrawingEditor:1,org.jhotdraw.xml.NanoXMLDOMInput:4,org.jhotdraw.draw.ConnectionFigure:38,org.jhotdraw.draw.AbstractFigure:1,org.jhotdraw.draw.event.CompositeFigureListener:2,org.jhotdraw.xml.NanoXMLDOMOutput:3,org.jhotdraw.draw.TextHolderFigure:38}}"
46,org.jhotdraw.draw.action.AbstractDrawingEditorAction,"{attrDeps:{org.jhotdraw.draw.DrawingEditor:4,org.jhotdraw.draw.Drawing:1,org.jhotdraw.draw.DefaultDrawingView:1,org.jhotdraw.draw.DrawingView:1}}","{methodDeps:{org.jhotdraw.draw.DrawingEditor:4,org.jhotdraw.draw.Drawing:1,org.jhotdraw.beans.WeakPropertyChangeListener:1,org.jhotdraw.draw.DefaultDrawingView:1,org.jhotdraw.draw.DrawingView:1}}"
