Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
54,management.j2ee.RMI_IIOPResource,"{attrDeps:{management.j2ee.J2EEServer:4,management.j2ee.EJB:4,management.j2ee.RMI_IIOPResourceMBean:1,management.j2ee.JVM:4,management.j2ee.J2EEDeployedObject:4,management.j2ee.JDBCDataSource:4,management.j2ee.J2EEDomainTarget:4,management.j2ee.Servlet:4,management.j2ee.ResourceAdapter:4,management.j2ee.JCAConnectionFactory:4,management.j2ee.JCAManagedConnectionFactory:4,management.j2ee.J2EEResource:4,management.j2ee.StateManagement:1,management.j2ee.JDBCDriver:4,management.j2ee.J2EEDomain:4}}","{methodDeps:{management.j2ee.J2EEServer:4,management.j2ee.EJB:4,management.j2ee.RMI_IIOPResourceMBean:1,management.j2ee.JVM:4,management.j2ee.J2EEDeployedObject:4,management.j2ee.JDBCDataSource:4,management.j2ee.J2EEDomainTarget:4,management.j2ee.Servlet:4,management.j2ee.ResourceAdapter:4,management.j2ee.JCAConnectionFactory:4,management.j2ee.JCAManagedConnectionFactory:4,management.j2ee.J2EEResource:4,management.j2ee.J2EEManagedObject:4,management.j2ee.StateManagement:3,management.j2ee.JDBCDriver:4,management.j2ee.J2EEDomain:4}}"
18,management.j2ee.J2EEManagedObject,"{attrDeps:{management.j2ee.J2EEManagedObjectMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObjectMBean:1}}"
82,management.mejb.ManagementBean,"{attrDeps:{management.j2ee.J2EEServer:2,management.j2ee.EJB:2,management.j2ee.JVM:2,management.j2ee.J2EEDeployedObject:2,management.j2ee.JDBCDataSource:2,management.j2ee.J2EEDomainTarget:2,management.j2ee.Servlet:2,management.j2ee.ResourceAdapter:2,management.j2ee.JCAConnectionFactory:2,management.j2ee.JCAManagedConnectionFactory:2,management.j2ee.J2EEResource:2,management.j2ee.JDBCDriver:2,management.j2ee.J2EEDomain:2}}","{methodDeps:{management.j2ee.J2EEServer:1,management.j2ee.EJB:1,management.j2ee.JVM:1,management.mejb.ManagementBean$LocalConnector:2,management.j2ee.J2EEDeployedObject:1,management.j2ee.JDBCDataSource:1,management.j2ee.J2EEDomainTarget:1,management.j2ee.Servlet:1,management.j2ee.ResourceAdapter:1,management.j2ee.JCAConnectionFactory:1,management.j2ee.JCAManagedConnectionFactory:1,management.j2ee.J2EEResource:1,management.j2ee.J2EEManagedObject:1,management.mejb.ListenerRegistration:1,management.j2ee.JDBCDriver:1,management.j2ee.J2EEDomain:1}}"
80,management.mejb.ListenerRegistration,"{attrDeps:{management.mejb.RMIClientNotificationListener:4,management.mejb.SearchClientNotificationListener:1,management.mejb.JMSClientNotificationListener:4,management.mejb.PollingClientNotificationListener:4}}","{methodDeps:{management.mejb.RMIClientNotificationListener:1,management.mejb.SearchClientNotificationListener:1,management.mejb.JMSClientNotificationListener:1,management.mejb.PollingClientNotificationListener:1,management.mejb.ClientNotificationListener:1}}"
60,management.j2ee.SingleJBossServerManagement,"{attrDeps:{management.j2ee.J2EEServer:2,management.j2ee.EJB:2,management.j2ee.JVM:2,management.j2ee.J2EEDeployedObject:2,management.j2ee.JDBCDataSource:2,management.j2ee.J2EEDomainTarget:2,management.j2ee.Servlet:2,management.j2ee.ResourceAdapter:2,management.j2ee.JCAConnectionFactory:2,management.j2ee.JCAManagedConnectionFactory:2,management.j2ee.J2EEResource:2,management.j2ee.J2EEDomain:2,management.j2ee.JDBCDriver:2}}","{methodDeps:{management.j2ee.J2EEServer:2,management.j2ee.EJB:2,management.j2ee.JVM:2,management.j2ee.J2EEDeployedObject:2,management.j2ee.JDBCDataSource:2,management.j2ee.J2EEDomainTarget:2,management.j2ee.Servlet:2,management.j2ee.ResourceAdapter:2,management.j2ee.JCAConnectionFactory:2,management.j2ee.JCAManagedConnectionFactory:2,management.j2ee.J2EEResource:2,management.j2ee.J2EEManagedObject:2,management.j2ee.J2EEDomain:2,management.j2ee.JDBCDriver:2}}"
71,management.j2ee.URLResourceMBean,null,null
87,management.mejb.RMIClientNotificationListenerInterface,null,null
56,management.j2ee.Servlet,"{attrDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.ServletMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.ServletMBean:1}}"
58,management.j2ee.SessionBean,"{attrDeps:{management.j2ee.EJB:1,management.j2ee.SessionBeanMBean:1}}","{methodDeps:{management.j2ee.EJB:1,management.j2ee.SessionBeanMBean:1}}"
45,management.j2ee.JTAResourceMBean,null,null
57,management.j2ee.ServletMBean,null,null
20,management.j2ee.J2EEModule,"{attrDeps:{management.j2ee.J2EEModuleMBean:1,management.j2ee.J2EEDeployedObject:1}}","{methodDeps:{management.j2ee.J2EEModuleMBean:1,management.j2ee.J2EEDeployedObject:1}}"
21,management.j2ee.J2EEModuleMBean,null,null
73,management.j2ee.WebModuleMBean,null,null
89,management.mejb.RMINotificationListenerMBean,"{attrDeps:{management.mejb.ListenerMBean:1}}","{methodDeps:{management.mejb.ListenerMBean:1}}"
25,management.j2ee.J2EEServerMBean,null,null
28,management.j2ee.JCAConnectionFactory,"{attrDeps:{management.j2ee.JCAConnectionFactoryMBean:1,management.j2ee.J2EEManagedObject:1,management.j2ee.StateManagement:1}}","{methodDeps:{management.j2ee.JCAResource:2,management.j2ee.JCAConnectionFactoryMBean:1,management.j2ee.J2EEManagedObject:1,management.j2ee.StateManagement:3}}"
0,management.j2ee.AppClientModule,"{attrDeps:{management.j2ee.AppClientModuleMBean:1,management.j2ee.J2EEApplication:1,management.j2ee.J2EEModule:1}}","{methodDeps:{management.j2ee.AppClientModuleMBean:1,management.j2ee.J2EEApplication:1,management.j2ee.J2EEDeployedObject:1,management.j2ee.J2EEModule:1}}"
75,management.mejb.ClientNotificationListener,null,null
79,management.mejb.ListenerMBean,null,null
37,management.j2ee.JDBCDriverMBean,null,null
27,management.j2ee.JavaMailResourceMBean,null,null
22,management.j2ee.J2EEResource,"{attrDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEResourceMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEResourceMBean:1}}"
35,management.j2ee.JDBCDataSourceMBean,null,null
53,management.j2ee.ResourceAdapterModuleMBean,null,null
13,management.j2ee.J2EEDeployedObject,"{attrDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEDeployedObjectMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEDeployedObjectMBean:1}}"
61,management.j2ee.StatefulSessionBean,"{attrDeps:{management.j2ee.SessionBean:1,management.j2ee.StatefulSessionBeanMBean:1}}","{methodDeps:{management.j2ee.SessionBean:1,management.j2ee.StatefulSessionBeanMBean:1}}"
70,management.j2ee.URLResource,"{attrDeps:{management.j2ee.URLResourceMBean:1,management.j2ee.J2EEServer:1,management.j2ee.EJB:1,management.j2ee.JVM:1,management.j2ee.J2EEDeployedObject:1,management.j2ee.JDBCDataSource:1,management.j2ee.J2EEDomainTarget:1,management.j2ee.Servlet:1,management.j2ee.ResourceAdapter:1,management.j2ee.JCAConnectionFactory:1,management.j2ee.JCAManagedConnectionFactory:1,management.j2ee.J2EEResource:1,management.j2ee.StateManagement:1,management.j2ee.JDBCDriver:1,management.j2ee.J2EEDomain:1}}","{methodDeps:{management.j2ee.URLResourceMBean:1,management.j2ee.J2EEServer:4,management.j2ee.EJB:4,management.j2ee.JVM:4,management.j2ee.J2EEDeployedObject:4,management.j2ee.JDBCDataSource:4,management.j2ee.J2EEDomainTarget:4,management.j2ee.Servlet:4,management.j2ee.ResourceAdapter:4,management.j2ee.JCAConnectionFactory:4,management.j2ee.JCAManagedConnectionFactory:4,management.j2ee.J2EEResource:4,management.j2ee.J2EEManagedObject:4,management.j2ee.StateManagement:3,management.j2ee.JDBCDriver:4,management.j2ee.J2EEDomain:4}}"
1,management.j2ee.AppClientModuleMBean,null,null
67,management.j2ee.Statistic,null,null
74,management.j2ee.WrapperException,null,null
34,management.j2ee.JDBCDataSource,"{attrDeps:{management.j2ee.JDBCDataSourceMBean:1,management.j2ee.J2EEManagedObject:1,management.j2ee.StateManagement:1}}","{methodDeps:{management.j2ee.JDBCResource:2,management.j2ee.JDBCDataSourceMBean:1,management.j2ee.J2EEManagedObject:1,management.j2ee.StateManagement:3}}"
6,management.j2ee.EJBModuleMBean,null,null
41,management.j2ee.JMSResourceMBean,null,null
62,management.j2ee.StatefulSessionBeanMBean,null,null
38,management.j2ee.JDBCResource,"{attrDeps:{management.j2ee.J2EEServer:4,management.j2ee.EJB:4,management.j2ee.JVM:4,management.j2ee.J2EEDeployedObject:4,management.j2ee.JDBCDataSource:4,management.j2ee.J2EEDomainTarget:4,management.j2ee.Servlet:4,management.j2ee.ResourceAdapter:4,management.j2ee.JCAConnectionFactory:4,management.j2ee.JDBCResourceMBean:1,management.j2ee.JCAManagedConnectionFactory:4,management.j2ee.J2EEResource:4,management.j2ee.StateManagement:1,management.j2ee.JDBCDriver:4,management.j2ee.J2EEDomain:4}}","{methodDeps:{management.j2ee.J2EEServer:5,management.j2ee.EJB:5,management.j2ee.JVM:5,management.j2ee.J2EEDeployedObject:5,management.j2ee.JDBCDataSource:5,management.j2ee.J2EEDomainTarget:5,management.j2ee.Servlet:5,management.j2ee.ResourceAdapter:5,management.j2ee.JCAConnectionFactory:5,management.j2ee.JDBCResourceMBean:1,management.j2ee.JCAManagedConnectionFactory:5,management.j2ee.J2EEResource:5,management.j2ee.J2EEManagedObject:5,management.j2ee.StateManagement:9,management.j2ee.JDBCDriver:5,management.j2ee.J2EEDomain:5}}"
24,management.j2ee.J2EEServer,"{attrDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEServerMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.J2EEServerMBean:1}}"
30,management.j2ee.JCAManagedConnectionFactory,"{attrDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.JCAManagedConnectionFactoryMBean:1}}","{methodDeps:{management.j2ee.J2EEManagedObject:1,management.j2ee.JCAManagedConnectionFactoryMBean:1}}"
11,management.j2ee.J2EEApplication,"{attrDeps:{management.j2ee.J2EEServer:5,management.j2ee.EJB:5,management.j2ee.JVM:5,management.j2ee.J2EEDeployedObject:5,management.j2ee.JDBCDataSource:5,management.j2ee.J2EEDomainTarget:5,management.j2ee.Servlet:5,management.j2ee.ResourceAdapter:5,management.j2ee.JCAConnectionFactory:5,management.j2ee.JCAManagedConnectionFactory:5,management.j2ee.J2EEResource:5,management.j2ee.J2EEApplicationMBean:1,management.j2ee.JDBCDriver:5,management.j2ee.J2EEDomain:5}}","{methodDeps:{management.j2ee.J2EEServer:5,management.j2ee.EJB:5,management.j2ee.JVM:5,management.j2ee.J2EEDeployedObject:5,management.j2ee.JDBCDataSource:5,management.j2ee.J2EEDomainTarget:5,management.j2ee.Servlet:5,management.j2ee.ResourceAdapter:5,management.j2ee.JCAConnectionFactory:5,management.j2ee.JCAManagedConnectionFactory:5,management.j2ee.J2EEResource:5,management.j2ee.J2EEManagedObject:5,management.j2ee.J2EEApplicationMBean:1,management.j2ee.JDBCDriver:5,management.j2ee.J2EEDomain:5}}"
78,management.mejb.JMSNotificationListenerMBean,"{attrDeps:{management.mejb.ListenerMBean:1}}","{methodDeps:{management.mejb.ListenerMBean:1}}"
76,management.mejb.JMSClientNotificationListener,"{attrDeps:{management.mejb.ClientNotificationListener:1}}","{methodDeps:{management.mejb.ClientNotificationListener:1}}"
86,management.mejb.RMIClientNotificationListener,"{attrDeps:{management.mejb.RMIClientNotificationListenerInterface:1,management.mejb.ClientNotificationListener:1}}","{methodDeps:{management.mejb.RMIClientNotificationListenerInterface:1,management.mejb.ClientNotificationListener:1}}"
90,management.mejb.SearchClientNotificationListener,"{attrDeps:{management.mejb.ClientNotificationListener:1}}","{methodDeps:{management.mejb.ClientNotificationListener:1}}"
14,management.j2ee.J2EEDeployedObjectMBean,null,null
31,management.j2ee.JCAManagedConnectionFactoryMBean,null,null
