Id,Name,Set_of_Attrdeps,Set_of_Methoddeps
64,org.apache.log4j.helpers.PatternParser,"{attrDeps:{org.apache.log4j.helpers.PatternParser$NamedPatternConverter:5,org.apache.log4j.helpers.PatternParser$LiteralPatternConverter:5,org.apache.log4j.helpers.PatternParser$LocationPatternConverter:5,org.apache.log4j.helpers.PatternConverter:5,org.apache.log4j.helpers.DateTimeDateFormat:6,org.apache.log4j.helpers.PatternParser$BasicPatternConverter:5,org.apache.log4j.helpers.ISO8601DateFormat:1,org.apache.log4j.helpers.FormattingInfo:1,org.apache.log4j.helpers.PatternParser$DatePatternConverter:5,org.apache.log4j.helpers.PatternParser$MDCPatternConverter:5}}","{methodDeps:{org.apache.log4j.helpers.PatternParser$LiteralPatternConverter:5,org.apache.log4j.helpers.ISO8601DateFormat:1,org.apache.log4j.helpers.AbsoluteTimeDateFormat:1,org.apache.log4j.helpers.PatternParser$DatePatternConverter:5,org.apache.log4j.helpers.PatternParser$MDCPatternConverter:5,org.apache.log4j.helpers.PatternParser$NamedPatternConverter:5,org.apache.log4j.helpers.PatternParser$ClassNamePatternConverter:1,org.apache.log4j.helpers.PatternParser$LocationPatternConverter:5,org.apache.log4j.helpers.PatternParser$CategoryPatternConverter:1,org.apache.log4j.helpers.DateTimeDateFormat:1,org.apache.log4j.helpers.PatternParser$BasicPatternConverter:5,org.apache.log4j.helpers.FormattingInfo:3,org.apache.log4j.helpers.OptionConverter:1,org.apache.log4j.helpers.LogLog:5}}"
97,org.apache.log4j.lf5.util.LogMonitorAdapter,"{attrDeps:{org.apache.log4j.lf5.LogRecord:1,org.apache.log4j.lf5.viewer.LogBrokerMonitor:1,org.apache.log4j.lf5.Log4JLogRecord:1,org.apache.log4j.lf5.util.AdapterLogRecord:1,org.apache.log4j.lf5.LogLevel:9}}","{methodDeps:{org.apache.log4j.lf5.LogRecord:5,org.apache.log4j.lf5.viewer.LogBrokerMonitor:6,org.apache.log4j.lf5.util.AdapterLogRecord:5,org.apache.log4j.lf5.Log4JLogRecord:5,org.apache.log4j.lf5.LogLevel:2}}"
20,org.apache.log4j.chainsaw.LoggingReceiver$Slurper,"{attrDeps:{org.apache.log4j.Logger:4,org.apache.log4j.chainsaw.LoggingReceiver:2}}","{methodDeps:{org.apache.log4j.Logger:6,org.apache.log4j.chainsaw.LoggingReceiver:7,org.apache.log4j.chainsaw.MyTableModel:1,org.apache.log4j.chainsaw.EventDetails:1,org.apache.log4j.Category:6}}"
155,org.apache.log4j.lf5.viewer.LogBrokerMonitor$5,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:1}}"
133,org.apache.log4j.lf5.viewer.LogBrokerMonitor$14,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2,org.apache.log4j.lf5.viewer.LogTable:1}}"
116,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor$7,"{attrDeps:{org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor:2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor:1}}"
25,org.apache.log4j.chainsaw.MyTableModel$Processor,"{attrDeps:{org.apache.log4j.chainsaw.MyTableModel:3}}","{methodDeps:{org.apache.log4j.chainsaw.MyTableModel:8}}"
217,org.apache.log4j.spi.Filter,"{attrDeps:{org.apache.log4j.spi.OptionHandler:1,org.apache.log4j.spi.LoggingEvent:1}}","{methodDeps:{org.apache.log4j.spi.OptionHandler:1}}"
183,org.apache.log4j.net.JMSAppender,"{attrDeps:{org.apache.log4j.helpers.OnlyOnceErrorHandler:1,org.apache.log4j.varia.FallbackErrorHandler:1,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.AppenderSkeleton:1}}","{methodDeps:{org.apache.log4j.helpers.OnlyOnceErrorHandler:3,org.apache.log4j.varia.FallbackErrorHandler:3,org.apache.log4j.spi.ErrorHandler:3,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.helpers.LogLog:12}}"
9,org.apache.log4j.chainsaw.ControlPanel$2,"{attrDeps:{org.apache.log4j.chainsaw.MyTableModel:2,org.apache.log4j.chainsaw.ControlPanel:2}}","{methodDeps:{org.apache.log4j.chainsaw.MyTableModel:3}}"
249,org.apache.log4j.xml.DOMConfigurator$1,"{attrDeps:{org.apache.log4j.xml.DOMConfigurator:2,org.apache.log4j.xml.DOMConfigurator$ParseAction:1}}","{methodDeps:{org.apache.log4j.xml.DOMConfigurator$ParseAction:1}}"
259,org.apache.log4j.xml.XMLLayout,"{attrDeps:{org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.Layout:1}}","{methodDeps:{org.apache.log4j.helpers.Transform:11,org.apache.log4j.spi.LoggingEvent:9,org.apache.log4j.Layout:1,org.apache.log4j.spi.LocationInfo:4}}"
213,org.apache.log4j.spi.Configurator,"{attrDeps:{org.apache.log4j.spi.LoggerRepository:1,org.apache.log4j.spi.NOPLoggerRepository:1,org.apache.log4j.Hierarchy:1}}","{methodDeps:{org.apache.log4j.spi.NOPLoggerRepository:1,org.apache.log4j.Hierarchy:1}}"
154,org.apache.log4j.lf5.viewer.LogBrokerMonitor$4,"{attrDeps:{org.apache.log4j.lf5.LogRecord:1,org.apache.log4j.lf5.viewer.LogBrokerMonitor:2,org.apache.log4j.lf5.LogRecordFilter:1,org.apache.log4j.lf5.Log4JLogRecord:1,org.apache.log4j.lf5.util.AdapterLogRecord:1}}","{methodDeps:{org.apache.log4j.lf5.LogRecord:3,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryPath:1,org.apache.log4j.lf5.viewer.LogBrokerMonitor:1,org.apache.log4j.lf5.LogRecordFilter:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerTree:1,org.apache.log4j.lf5.Log4JLogRecord:3,org.apache.log4j.lf5.util.AdapterLogRecord:3,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel:1}}"
134,org.apache.log4j.lf5.viewer.LogBrokerMonitor$15,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2,org.apache.log4j.lf5.viewer.LogTable:1}}"
192,org.apache.log4j.net.SocketNode,"{attrDeps:{org.apache.log4j.Logger:2,org.apache.log4j.spi.NOPLogger:2,org.apache.log4j.spi.RootLogger:2,org.apache.log4j.Level:8,org.apache.log4j.spi.RootCategory:2,org.apache.log4j.spi.LoggerRepository:2,org.apache.log4j.spi.NOPLoggerRepository:2,org.apache.log4j.Hierarchy:2}}","{methodDeps:{org.apache.log4j.Logger:14,org.apache.log4j.Priority:1,org.apache.log4j.spi.NOPLogger:14,org.apache.log4j.spi.RootLogger:14,org.apache.log4j.Level:1,org.apache.log4j.spi.RootCategory:14,org.apache.log4j.spi.LoggingEvent:2,org.apache.log4j.spi.LoggerRepository:1,org.apache.log4j.spi.NOPLoggerRepository:1,org.apache.log4j.Category:14,org.apache.log4j.Hierarchy:1}}"
68,org.apache.log4j.helpers.SyslogWriter,null,"{methodDeps:{org.apache.log4j.helpers.LogLog:3}}"
117,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor$8,"{attrDeps:{org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor:1}}"
209,org.apache.log4j.RollingCalendar,null,null
193,org.apache.log4j.net.SocketServer,"{attrDeps:{org.apache.log4j.Logger:14,org.apache.log4j.spi.NOPLogger:14,org.apache.log4j.spi.RootLogger:14,org.apache.log4j.spi.RootCategory:14,org.apache.log4j.spi.LoggerRepository:3,org.apache.log4j.spi.NOPLoggerRepository:3,org.apache.log4j.Hierarchy:3}}","{methodDeps:{org.apache.log4j.Logger:8,org.apache.log4j.spi.RootLogger:8,org.apache.log4j.spi.NOPLogger:8,org.apache.log4j.spi.RootCategory:8,org.apache.log4j.PropertyConfigurator:5,org.apache.log4j.LogManager:1,org.apache.log4j.net.SocketNode:1,org.apache.log4j.spi.NOPLoggerRepository:3,org.apache.log4j.Category:8,org.apache.log4j.Hierarchy:3}}"
178,org.apache.log4j.LogManager,"{attrDeps:{org.apache.log4j.Logger:5,org.apache.log4j.spi.DefaultRepositorySelector:2,org.apache.log4j.spi.NOPLogger:5,org.apache.log4j.spi.RootLogger:5,org.apache.log4j.spi.LoggerFactory:1,org.apache.log4j.spi.RootCategory:5,org.apache.log4j.spi.LoggerRepository:1,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.spi.RepositorySelector:2,org.apache.log4j.spi.NOPLoggerRepository:1,org.apache.log4j.Hierarchy:1}}","{methodDeps:{org.apache.log4j.spi.DefaultRepositorySelector:1,org.apache.log4j.spi.RootLogger:5,org.apache.log4j.spi.NOPLogger:5,org.apache.log4j.spi.RootCategory:5,org.apache.log4j.spi.LoggerRepository:8,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.helpers.OptionConverter:4,org.apache.log4j.helpers.Loader:3,org.apache.log4j.spi.RepositorySelector:1,org.apache.log4j.spi.NOPLoggerRepository:8,org.apache.log4j.helpers.LogLog:4,org.apache.log4j.Hierarchy:8}}"
45,org.apache.log4j.helpers.DateLayout,"{attrDeps:{org.apache.log4j.helpers.DateTimeDateFormat:1,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.helpers.ISO8601DateFormat:1,org.apache.log4j.Layout:1}}","{methodDeps:{org.apache.log4j.helpers.RelativeTimeDateFormat:1,org.apache.log4j.helpers.DateTimeDateFormat:1,org.apache.log4j.helpers.ISO8601DateFormat:1,org.apache.log4j.Layout:1,org.apache.log4j.helpers.AbsoluteTimeDateFormat:1}}"
58,org.apache.log4j.helpers.PatternParser$ClassNamePatternConverter,"{attrDeps:{org.apache.log4j.helpers.PatternParser$NamedPatternConverter:1,org.apache.log4j.helpers.PatternParser:2,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.helpers.FormattingInfo:1}}","{methodDeps:{org.apache.log4j.helpers.PatternParser$NamedPatternConverter:1,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.spi.LocationInfo:1}}"
4,org.apache.log4j.AsyncAppender,"{attrDeps:{org.apache.log4j.Appender:4,org.apache.log4j.spi.AppenderAttachable:1,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.helpers.AppenderAttachableImpl:2,org.apache.log4j.AppenderSkeleton:4}}","{methodDeps:{org.apache.log4j.Appender:1,org.apache.log4j.AsyncAppender$DiscardSummary:2,org.apache.log4j.spi.AppenderAttachable:1,org.apache.log4j.spi.LoggingEvent:6,org.apache.log4j.helpers.AppenderAttachableImpl:10,org.apache.log4j.AsyncAppender$Dispatcher:1,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.helpers.LogLog:1}}"
203,org.apache.log4j.or.ThreadGroupRenderer,"{attrDeps:{org.apache.log4j.or.ObjectRenderer:1}}","{methodDeps:{org.apache.log4j.or.ObjectRenderer:1}}"
8,org.apache.log4j.chainsaw.ControlPanel$1,"{attrDeps:{org.apache.log4j.chainsaw.MyTableModel:2,org.apache.log4j.chainsaw.ControlPanel:2}}","{methodDeps:{org.apache.log4j.chainsaw.MyTableModel:1}}"
74,org.apache.log4j.jmx.AbstractDynamicMBean,"{attrDeps:{org.apache.log4j.Logger:4,org.apache.log4j.spi.NOPLogger:4,org.apache.log4j.spi.RootLogger:4,org.apache.log4j.spi.RootCategory:4}}","{methodDeps:{org.apache.log4j.Logger:3,org.apache.log4j.spi.NOPLogger:3,org.apache.log4j.spi.RootLogger:3,org.apache.log4j.spi.RootCategory:3,org.apache.log4j.Category:3}}"
157,org.apache.log4j.lf5.viewer.LogBrokerMonitor$7,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.FilteredLogTableModel:1,org.apache.log4j.lf5.viewer.LogBrokerMonitor:1,org.apache.log4j.lf5.viewer.LogTable:1}}"
197,org.apache.log4j.nt.NTEventLogAppender,"{attrDeps:{org.apache.log4j.xml.XMLLayout:3,org.apache.log4j.Level:1,org.apache.log4j.SimpleLayout:3,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.Layout:3,org.apache.log4j.PatternLayout:3,org.apache.log4j.HTMLLayout:3,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.helpers.DateLayout:3}}","{methodDeps:{org.apache.log4j.Priority:1,org.apache.log4j.xml.XMLLayout:2,org.apache.log4j.TTCCLayout:1,org.apache.log4j.Level:1,org.apache.log4j.SimpleLayout:2,org.apache.log4j.spi.LoggingEvent:2,org.apache.log4j.Layout:2,org.apache.log4j.PatternLayout:2,org.apache.log4j.HTMLLayout:2,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.helpers.LogLog:1,org.apache.log4j.helpers.DateLayout:2}}"
122,org.apache.log4j.lf5.viewer.categoryexplorer.TreeModelAdapter,null,null
135,org.apache.log4j.lf5.viewer.LogBrokerMonitor$16,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:1}}"
205,org.apache.log4j.Priority,null,"{methodDeps:{org.apache.log4j.Level:8}}"
162,org.apache.log4j.lf5.viewer.LogFactor5Dialog,null,null
109,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode,null,null
83,org.apache.log4j.lf5.AppenderFinalizer,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:1}}"
102,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryElement,null,null
88,org.apache.log4j.lf5.LogLevelFormatException,null,null
160,org.apache.log4j.lf5.viewer.LogBrokerMonitor$LogBrokerMonitorWindowAdaptor,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:4}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:1}}"
17,org.apache.log4j.chainsaw.EventDetails,"{attrDeps:{org.apache.log4j.Priority:3,org.apache.log4j.Level:3,org.apache.log4j.spi.LoggingEvent:1}}","{methodDeps:{org.apache.log4j.Level:3,org.apache.log4j.spi.LoggingEvent:8}}"
60,org.apache.log4j.helpers.PatternParser$LiteralPatternConverter,"{attrDeps:{org.apache.log4j.helpers.PatternConverter:1,org.apache.log4j.spi.LoggingEvent:2}}","{methodDeps:{org.apache.log4j.helpers.PatternConverter:1}}"
103,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerLogRecordFilter,"{attrDeps:{org.apache.log4j.lf5.LogRecord:1,org.apache.log4j.lf5.LogRecordFilter:1,org.apache.log4j.lf5.Log4JLogRecord:1,org.apache.log4j.lf5.util.AdapterLogRecord:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel:2}}","{methodDeps:{org.apache.log4j.lf5.LogRecord:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryPath:1,org.apache.log4j.lf5.LogRecordFilter:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode:1,org.apache.log4j.lf5.Log4JLogRecord:1,org.apache.log4j.lf5.util.AdapterLogRecord:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel:2}}"
1,org.apache.log4j.AppenderSkeleton,"{attrDeps:{org.apache.log4j.helpers.OnlyOnceErrorHandler:3,org.apache.log4j.spi.OptionHandler:1,org.apache.log4j.xml.XMLLayout:3,org.apache.log4j.varia.FallbackErrorHandler:3,org.apache.log4j.SimpleLayout:3,org.apache.log4j.varia.LevelMatchFilter:5,org.apache.log4j.varia.StringMatchFilter:5,org.apache.log4j.spi.ErrorHandler:3,org.apache.log4j.spi.LoggingEvent:2,org.apache.log4j.spi.Filter:5,org.apache.log4j.varia.LevelRangeFilter:5,org.apache.log4j.Appender:1,org.apache.log4j.Priority:4,org.apache.log4j.Level:4,org.apache.log4j.Layout:3,org.apache.log4j.PatternLayout:3,org.apache.log4j.HTMLLayout:3,org.apache.log4j.varia.DenyAllFilter:5,org.apache.log4j.helpers.DateLayout:3}}","{methodDeps:{org.apache.log4j.helpers.OnlyOnceErrorHandler:3,org.apache.log4j.spi.OptionHandler:1,org.apache.log4j.xml.XMLLayout:3,org.apache.log4j.varia.FallbackErrorHandler:3,org.apache.log4j.SimpleLayout:3,org.apache.log4j.varia.LevelMatchFilter:3,org.apache.log4j.varia.StringMatchFilter:3,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.spi.Filter:3,org.apache.log4j.varia.LevelRangeFilter:3,org.apache.log4j.Appender:1,org.apache.log4j.Priority:1,org.apache.log4j.Level:1,org.apache.log4j.PatternLayout:3,org.apache.log4j.HTMLLayout:3,org.apache.log4j.varia.DenyAllFilter:3,org.apache.log4j.helpers.LogLog:3,org.apache.log4j.helpers.DateLayout:3}}"
139,org.apache.log4j.lf5.viewer.LogBrokerMonitor$2,"{attrDeps:{org.apache.log4j.lf5.LogRecord:2,org.apache.log4j.lf5.viewer.LogBrokerMonitor:2,org.apache.log4j.lf5.Log4JLogRecord:2,org.apache.log4j.lf5.util.AdapterLogRecord:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.FilteredLogTableModel:1,org.apache.log4j.lf5.viewer.LogBrokerMonitor:1,org.apache.log4j.lf5.viewer.LogTable:1,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerTree:1,org.apache.log4j.lf5.Log4JLogRecord:2,org.apache.log4j.lf5.util.AdapterLogRecord:2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel:1}}"
224,org.apache.log4j.spi.NOPLoggerRepository,"{attrDeps:{org.apache.log4j.Logger:2,org.apache.log4j.spi.HierarchyEventListener:1,org.apache.log4j.Appender:1,org.apache.log4j.spi.NOPLogger:2,org.apache.log4j.spi.RootLogger:2,org.apache.log4j.spi.LoggerFactory:1,org.apache.log4j.Level:2,org.apache.log4j.spi.RootCategory:2,org.apache.log4j.spi.LoggerRepository:1,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.Category:2}}","{methodDeps:{org.apache.log4j.Logger:2,org.apache.log4j.spi.NOPLogger:2,org.apache.log4j.spi.RootLogger:2,org.apache.log4j.spi.RootCategory:2,org.apache.log4j.spi.LoggerRepository:1,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.AppenderSkeleton:1}}"
66,org.apache.log4j.helpers.RelativeTimeDateFormat,null,null
234,org.apache.log4j.TestThrowableStrRep$AppendThread,"{attrDeps:{org.apache.log4j.TestThrowableStrRep:2,org.apache.log4j.ConsoleAppender:2,org.apache.log4j.FileAppender:2,org.apache.log4j.WriterAppender:2,org.apache.log4j.spi.LoggingEvent:2}}","{methodDeps:{org.apache.log4j.ConsoleAppender:1,org.apache.log4j.FileAppender:1,org.apache.log4j.WriterAppender:1}}"
221,org.apache.log4j.spi.LoggerRepository,"{attrDeps:{org.apache.log4j.Logger:2,org.apache.log4j.spi.HierarchyEventListener:1,org.apache.log4j.Appender:1,org.apache.log4j.spi.NOPLogger:2,org.apache.log4j.spi.RootLogger:2,org.apache.log4j.spi.LoggerFactory:1,org.apache.log4j.Level:2,org.apache.log4j.spi.RootCategory:2,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.AppenderSkeleton:1,org.apache.log4j.Category:2}}","{methodDeps:{org.apache.log4j.Logger:2,org.apache.log4j.spi.NOPLogger:2,org.apache.log4j.spi.RootLogger:2,org.apache.log4j.spi.RootCategory:2,org.apache.log4j.DefaultCategoryFactory:1,org.apache.log4j.AppenderSkeleton:1}}"
52,org.apache.log4j.helpers.NullEnumeration,null,null
151,org.apache.log4j.lf5.viewer.LogBrokerMonitor$30,"{attrDeps:{org.apache.log4j.lf5.viewer.LogBrokerMonitor:2}}","{methodDeps:{org.apache.log4j.lf5.viewer.LogTable:1}}"
232,org.apache.log4j.spi.TriggeringEventEvaluator,"{attrDeps:{org.apache.log4j.spi.LoggingEvent:1}}",null
236,org.apache.log4j.TTCCLayout,"{attrDeps:{org.apache.log4j.Level:3,org.apache.log4j.spi.LoggingEvent:1,org.apache.log4j.helpers.DateLayout:1}}","{methodDeps:{org.apache.log4j.Priority:1,org.apache.log4j.Level:1,org.apache.log4j.spi.LoggingEvent:5,org.apache.log4j.helpers.DateLayout:1}}"
42,org.apache.log4j.helpers.BoundedFIFO,"{attrDeps:{org.apache.log4j.spi.LoggingEvent:2}}",null
49,org.apache.log4j.helpers.ISO8601DateFormat,"{attrDeps:{org.apache.log4j.helpers.AbsoluteTimeDateFormat:1}}","{methodDeps:{org.apache.log4j.helpers.AbsoluteTimeDateFormat:1}}"
188,org.apache.log4j.net.SocketAppender$Connector,"{attrDeps:{org.apache.log4j.net.SocketAppender:2}}","{methodDeps:{org.apache.log4j.net.SocketAppender:1,org.apache.log4j.helpers.LogLog:5}}"
174,org.apache.log4j.lf5.viewer.LogTableModel,null,null
