From,To,Type,Stype
336,324,1,As
127,133,4,Dy
38,257,4,Dy
137,140,4,Dy
57,157,1,As
6,180,4,Dy
118,160,4,Dy
23,224,1,As
326,289,4,Dy
329,273,4,Dy
363,372,3,I
58,50,1,As
330,272,1,As
147,296,4,Dy
301,324,4,Dy
355,358,4,Dy
339,342,4,Dy
368,77,4,Dy
395,78,1,As
91,92,1,As
140,139,3,I
34,117,4,Dy
41,257,4,Dy
4,2,1,As
348,90,4,Dy
306,307,1,As
358,42,4,Dy
46,179,4,Dy
118,117,1,As
141,256,4,Dy
326,289,3,I
144,260,1,As
158,68,4,Dy
395,139,2,Ag
308,341,4,Dy
111,297,4,Dy
92,182,4,Dy
34,179,4,Dy
308,322,1,As
376,355,4,Dy
35,50,1,As
289,342,4,Dy
290,341,4,Dy
313,397,1,As
348,372,3,I
292,272,1,As
303,268,4,Dy
112,147,4,Dy
49,101,4,Dy
118,152,4,Dy
378,358,4,Dy
112,118,2,Ag
118,117,4,Dy
306,295,4,Dy
299,341,4,Dy
93,179,4,Dy
232,231,1,As
82,256,4,Dy
174,297,4,Dy
46,117,4,Dy
110,257,4,Dy
315,340,4,Dy
320,321,1,As
198,216,1,As
313,353,4,Dy
214,212,1,As
92,202,1,As
292,275,4,Dy
77,76,1,As
182,82,4,Dy
306,239,4,Dy
350,357,4,Dy
108,102,4,Dy
93,117,4,Dy
313,282,4,Dy
293,239,4,Dy
125,256,4,Dy
118,179,4,Dy
172,52,2,Ag
308,322,4,Dy
161,42,4,Dy
68,261,1,As
326,272,2,Ag
156,177,4,Dy
301,273,4,Dy
348,372,4,Dy
161,277,1,As
307,342,4,Dy
348,53,1,As
239,241,1,As
57,182,4,Dy
68,372,4,Dy
404,401,1,As
175,256,4,Dy
163,108,4,Dy
141,100,4,Dy
36,108,1,As
278,260,1,As
291,324,4,Dy
161,72,4,Dy
350,363,4,Dy
302,322,4,Dy
182,68,4,Dy
247,245,1,As
395,375,4,Dy
92,52,1,As
137,358,4,Dy
255,296,4,Dy
68,177,4,Dy
265,273,4,Dy
290,322,4,Dy
114,50,3,I
157,63,4,Dy
71,257,4,Dy
166,160,4,Dy
396,50,1,As
118,156,4,Dy
358,38,4,Dy
340,341,4,Dy
389,383,4,Dy
46,36,1,As
143,134,1,As
290,322,1,As
182,372,4,Dy
297,261,3,I
195,114,4,Dy
120,110,4,Dy
309,275,4,Dy
268,275,4,Dy
377,361,4,Dy
306,297,4,Dy
192,108,4,Dy
4,395,1,As
93,50,1,As
229,232,1,As
144,143,1,As
123,160,4,Dy
221,134,1,As
378,361,4,Dy
180,51,4,Dy
146,119,4,Dy
175,162,4,Dy
383,282,1,As
328,286,3,I
358,69,4,Dy
376,352,4,Dy
49,36,1,As
285,341,4,Dy
395,137,1,As
413,411,1,As
304,285,3,I
348,82,4,Dy
143,144,2,Ag
6,358,4,Dy
187,131,4,Dy
368,39,4,Dy
111,177,1,As
41,180,4,Dy
49,88,4,Dy
285,272,1,As
123,117,4,Dy
358,77,4,Dy
395,358,1,As
303,324,4,Dy
111,140,4,Dy
91,156,4,Dy
160,276,1,As
395,157,4,Dy
162,166,4,Dy
309,272,1,As
304,322,4,Dy
22,180,4,Dy
302,322,1,As
182,126,4,Dy
118,22,4,Dy
315,268,4,Dy
63,261,1,As
409,407,3,I
147,142,1,As
102,257,4,Dy
411,401,1,As
118,199,1,As
169,55,3,I
202,371,1,As
80,358,4,Dy
377,352,4,Dy
395,155,2,Ag
348,118,4,Dy
265,117,4,Dy
126,160,4,Dy
230,232,2,Ag
293,274,4,Dy
373,371,2,Ag
396,101,4,Dy
182,202,1,As
149,50,1,As
111,177,4,Dy
58,256,4,Dy
395,358,4,Dy
278,296,4,Dy
40,177,4,Dy
76,100,4,Dy
147,144,1,As
281,200,1,As
6,139,1,As
147,142,4,Dy
147,100,4,Dy
351,140,4,Dy
266,256,4,Dy
304,322,1,As
37,182,4,Dy
116,101,4,Dy
87,50,1,As
52,68,4,Dy
376,363,4,Dy
195,160,4,Dy
250,282,1,As
86,17,3,I
285,342,4,Dy
161,36,4,Dy
127,168,1,As
43,182,4,Dy
93,100,4,Dy
395,82,4,Dy
90,256,4,Dy
91,136,4,Dy
268,235,3,I
326,322,4,Dy
392,281,1,As
303,324,1,As
108,92,4,Dy
77,108,1,As
363,371,1,As
158,118,4,Dy
395,52,2,Ag
147,144,4,Dy
108,141,4,Dy
110,156,4,Dy
52,63,4,Dy
42,180,4,Dy
388,390,1,As
118,256,4,Dy
34,160,4,Dy
283,261,1,As
54,71,4,Dy
40,180,4,Dy
371,365,4,Dy
91,180,4,Dy
347,15,1,As
78,182,4,Dy
171,166,4,Dy
306,260,2,Ag
206,204,1,As
285,200,1,As
395,40,1,As
149,101,4,Dy
364,365,4,Dy
124,258,1,As
372,126,4,Dy
88,358,4,Dy
157,28,4,Dy
326,235,1,As
286,322,4,Dy
98,358,4,Dy
258,283,4,Dy
48,43,4,Dy
166,77,4,Dy
162,160,4,Dy
46,160,4,Dy
127,131,1,As
316,322,1,As
395,147,1,As
253,254,3,I
46,256,4,Dy
315,324,2,Ag
91,297,4,Dy
109,17,3,I
23,61,1,As
240,282,1,As
182,90,4,Dy
315,324,4,Dy
76,17,3,I
111,180,4,Dy
268,322,4,Dy
378,368,4,Dy
375,374,1,As
39,108,1,As
314,324,4,Dy
118,140,4,Dy
376,357,4,Dy
364,365,1,As
405,403,1,As
174,161,3,I
123,260,1,As
140,145,4,Dy
93,160,4,Dy
36,101,4,Dy
116,179,4,Dy
371,369,1,As
48,49,4,Dy
372,38,4,Dy
166,179,4,Dy
106,134,1,As
126,260,1,As
68,371,1,As
78,76,1,As
281,257,4,Dy
282,397,3,I
50,61,3,I
162,101,4,Dy
195,194,1,As
181,260,1,As
6,102,4,Dy
147,297,4,Dy
4,315,1,As
292,295,4,Dy
63,297,4,Dy
139,91,4,Dy
37,296,4,Dy
144,191,3,I
180,114,4,Dy
91,177,4,Dy
195,100,4,Dy
301,291,4,Dy
48,256,4,Dy
48,49,2,Ag
382,381,1,As
309,341,4,Dy
313,341,4,Dy
299,256,4,Dy
292,274,4,Dy
371,81,4,Dy
168,214,1,As
315,235,1,As
102,199,1,As
43,157,1,As
378,360,4,Dy
68,358,4,Dy
34,100,4,Dy
49,100,4,Dy
337,285,3,I
372,42,4,Dy
175,257,4,Dy
395,175,1,As
125,202,1,As
92,81,4,Dy
40,297,4,Dy
372,90,4,Dy
395,28,4,Dy
268,271,1,As
389,386,1,As
147,114,4,Dy
6,140,4,Dy
78,157,1,As
92,155,1,As
289,324,4,Dy
156,60,1,As
350,351,4,Dy
385,395,1,As
161,257,4,Dy
302,272,1,As
395,24,1,As
311,272,2,Ag
126,117,4,Dy
49,257,4,Dy
136,135,1,As
395,71,1,As
78,155,1,As
182,108,4,Dy
166,92,4,Dy
368,69,4,Dy
260,60,3,I
395,168,1,As
377,343,4,Dy
51,182,4,Dy
368,56,4,Dy
291,342,4,Dy
348,234,1,As
239,261,2,Ag
371,42,4,Dy
147,146,1,As
82,257,4,Dy
238,256,4,Dy
166,72,4,Dy
76,114,4,Dy
289,324,2,Ag
166,42,4,Dy
404,406,1,As
318,395,2,Ag
156,60,3,I
292,235,1,As
68,260,1,As
85,17,3,I
22,257,4,Dy
305,237,1,As
395,17,4,Dy
166,38,4,Dy
57,261,1,As
395,48,4,Dy
280,256,3,I
266,316,1,As
377,351,4,Dy
330,341,4,Dy
395,361,4,Dy
303,235,1,As
88,36,3,I
110,179,4,Dy
326,311,1,As
396,235,4,Dy
316,274,4,Dy
265,262,1,As
280,256,4,Dy
314,312,2,Ag
152,131,4,Dy
52,39,4,Dy
328,342,4,Dy
326,266,4,Dy
358,90,4,Dy
308,272,2,Ag
293,322,4,Dy
157,102,4,Dy
163,169,4,Dy
88,296,4,Dy
268,274,4,Dy
57,37,4,Dy
88,261,1,As
235,282,1,As
311,200,1,As
307,273,4,Dy
78,261,1,As
316,312,1,As
265,264,2,Ag
395,71,4,Dy
44,40,4,Dy
316,322,4,Dy
96,134,1,As
395,28,1,As
147,194,1,As
311,341,4,Dy
292,266,4,Dy
166,100,4,Dy
110,100,4,Dy
91,138,3,I
180,297,4,Dy
180,118,4,Dy
378,375,4,Dy
49,179,4,Dy
54,82,4,Dy
300,272,2,Ag
56,256,4,Dy
51,157,1,As
326,322,1,As
313,272,2,Ag
56,296,4,Dy
306,311,1,As
328,272,1,As
303,257,4,Dy
371,38,4,Dy
123,122,1,As
98,261,1,As
180,141,4,Dy
48,46,3,I
395,85,1,As
132,133,2,Ag
299,273,4,Dy
162,117,4,Dy
326,274,4,Dy
372,369,1,As
376,361,4,Dy
181,180,1,As
306,322,4,Dy
73,74,3,I
288,324,1,As
230,229,1,As
336,342,4,Dy
384,395,1,As
84,17,3,I
141,108,1,As
173,166,4,Dy
378,349,4,Dy
395,296,4,Dy
289,235,3,I
98,102,2,Ag
36,117,4,Dy
285,238,1,As
45,370,3,I
180,58,4,Dy
192,55,1,As
395,41,1,As
395,102,4,Dy
294,324,4,Dy
144,136,4,Dy
371,72,4,Dy
157,71,4,Dy
126,192,1,As
163,379,3,I
92,261,1,As
74,100,4,Dy
110,81,4,Dy
38,180,4,Dy
315,257,4,Dy
57,41,4,Dy
279,257,4,Dy
350,343,4,Dy
395,23,1,As
395,21,1,As
192,117,4,Dy
44,256,4,Dy
126,180,4,Dy
235,296,4,Dy
126,177,4,Dy
243,297,4,Dy
395,70,1,As
54,92,4,Dy
163,166,4,Dy
163,55,2,Ag
350,343,3,I
206,203,1,As
306,322,1,As
195,142,4,Dy
44,296,4,Dy
37,157,1,As
395,261,1,As
311,342,4,Dy
80,137,3,I
168,167,1,As
307,236,1,As
161,158,1,As
313,275,4,Dy
80,139,1,As
348,347,1,As
123,180,4,Dy
162,39,4,Dy
300,275,4,Dy
96,103,1,As
372,77,4,Dy
358,126,4,Dy
306,274,4,Dy
92,216,1,As
372,81,4,Dy
37,358,4,Dy
156,182,4,Dy
141,257,4,Dy
338,331,4,Dy
48,40,1,As
276,200,1,As
36,371,1,As
163,371,2,Ag
36,50,1,As
192,50,1,As
322,134,1,As
168,139,2,Ag
162,50,1,As
28,256,4,Dy
337,324,1,As
395,357,1,As
40,36,3,I
44,358,4,Dy
92,69,4,Dy
147,179,4,Dy
395,376,1,As
52,72,4,Dy
123,261,1,As
69,155,3,I
49,215,1,As
288,274,4,Dy
78,69,4,Dy
182,260,1,As
42,201,1,As
124,261,1,As
76,179,4,Dy
158,177,3,I
92,139,1,As
311,275,4,Dy
305,342,4,Dy
411,406,1,As
69,157,2,Ag
38,260,1,As
300,61,1,As
393,260,1,As
347,348,1,As
98,257,4,Dy
252,254,3,I
40,157,1,As
315,341,4,Dy
68,108,1,As
395,126,4,Dy
48,40,4,Dy
125,191,3,I
88,257,4,Dy
176,166,4,Dy
43,41,4,Dy
98,258,1,As
361,371,2,Ag
110,114,4,Dy
36,100,4,Dy
42,296,4,Dy
41,296,4,Dy
382,383,1,As
175,163,3,I
57,41,3,I
395,376,4,Dy
368,58,4,Dy
78,50,1,As
293,311,1,As
396,259,1,As
123,101,4,Dy
39,261,1,As
118,260,1,As
395,362,4,Dy
182,260,4,Dy
372,71,4,Dy
48,260,2,Ag
384,358,4,Dy
303,289,3,I
123,136,4,Dy
44,260,1,As
299,322,4,Dy
376,358,4,Dy
82,180,4,Dy
222,210,1,As
118,296,4,Dy
338,291,4,Dy
348,14,1,As
156,157,1,As
171,161,4,Dy
395,357,4,Dy
270,322,4,Dy
395,363,4,Dy
90,157,1,As
348,368,1,As
271,297,4,Dy
376,367,4,Dy
92,136,4,Dy
108,63,4,Dy
336,292,3,I
327,324,2,Ag
171,161,3,I
237,257,4,Dy
161,180,3,I
77,101,4,Dy
337,236,1,As
395,363,1,As
371,58,4,Dy
382,384,4,Dy
58,372,4,Dy
395,362,1,As
395,379,1,As
395,126,1,As
328,237,1,As
49,180,4,Dy
101,50,3,I
299,322,1,As
350,352,4,Dy
292,256,4,Dy
28,257,4,Dy
237,257,3,I
361,22,4,Dy
237,274,4,Dy
166,114,4,Dy
106,208,1,As
71,180,4,Dy
288,342,4,Dy
118,358,4,Dy
378,372,1,As
389,390,1,As
340,274,4,Dy
326,342,4,Dy
180,68,4,Dy
147,192,1,As
102,358,4,Dy
379,257,4,Dy
166,39,4,Dy
328,265,4,Dy
180,126,4,Dy
350,355,4,Dy
361,156,4,Dy
340,342,4,Dy
30,17,3,I
77,69,4,Dy
299,268,4,Dy
177,108,3,I
162,296,4,Dy
74,114,4,Dy
28,157,1,As
147,177,4,Dy
182,50,1,As
348,166,4,Dy
383,380,1,As
372,56,4,Dy
286,324,1,As
313,50,4,Dy
306,324,4,Dy
172,261,1,As
319,315,3,I
358,82,4,Dy
46,202,1,As
289,341,4,Dy
147,256,4,Dy
383,52,1,As
378,372,4,Dy
158,78,4,Dy
303,289,4,Dy
142,261,1,As
92,260,1,As
147,257,4,Dy
163,52,2,Ag
328,341,4,Dy
239,296,4,Dy
336,274,4,Dy
395,141,1,As
292,297,4,Dy
127,151,4,Dy
291,274,4,Dy
339,341,4,Dy
157,42,4,Dy
43,358,4,Dy
118,81,4,Dy
158,102,4,Dy
92,50,1,As
37,180,4,Dy
82,108,1,As
237,187,1,As
51,256,4,Dy
182,358,4,Dy
48,296,4,Dy
22,296,4,Dy
367,358,4,Dy
292,239,4,Dy
161,92,4,Dy
372,72,4,Dy
340,288,3,I
46,114,4,Dy
334,331,4,Dy
68,201,1,As
237,273,4,Dy
39,297,4,Dy
395,348,4,Dy
395,54,1,As
384,69,4,Dy
395,90,4,Dy
348,12,1,As
156,155,4,Dy
92,358,4,Dy
303,272,1,As
198,134,1,As
192,160,4,Dy
267,342,4,Dy
158,38,4,Dy
58,182,4,Dy
90,257,4,Dy
76,101,4,Dy
146,138,1,As
19,17,3,I
391,387,4,Dy
163,180,1,As
161,141,4,Dy
227,232,2,Ag
156,155,3,I
154,153,1,As
266,282,1,As
395,37,1,As
108,82,4,Dy
303,296,4,Dy
175,371,2,Ag
28,258,1,As
306,324,1,As
271,261,1,As
211,214,2,Ag
48,41,4,Dy
182,60,1,As
57,40,4,Dy
395,141,4,Dy
348,51,4,Dy
149,165,3,I
172,182,1,As
241,252,4,Dy
377,367,4,Dy
23,160,4,Dy
268,269,4,Dy
136,134,1,As
174,52,1,As
41,108,1,As
181,297,4,Dy
78,81,4,Dy
328,324,1,As
118,136,1,As
43,260,1,As
302,274,4,Dy
142,297,4,Dy
193,142,4,Dy
49,108,1,As
306,272,1,As
292,260,2,Ag
57,201,1,As
395,156,1,As
96,104,3,I
147,136,4,Dy
120,140,3,I
267,273,4,Dy
348,72,4,Dy
123,179,4,Dy
161,108,3,I
102,177,4,Dy
289,275,4,Dy
237,322,4,Dy
176,277,1,As
309,292,3,I
180,372,4,Dy
294,322,2,Ag
56,260,1,As
162,141,4,Dy
182,77,4,Dy
161,206,1,As
288,322,4,Dy
293,273,4,Dy
395,140,4,Dy
318,313,1,As
327,322,4,Dy
80,371,1,As
316,282,1,As
385,387,3,I
371,36,4,Dy
295,311,3,I
58,51,3,I
136,119,4,Dy
182,102,4,Dy
363,358,4,Dy
243,249,4,Dy
120,140,4,Dy
118,139,1,As
36,257,4,Dy
63,108,1,As
77,50,1,As
328,324,4,Dy
6,56,4,Dy
227,231,3,I
235,260,2,Ag
364,369,1,As
135,136,2,Ag
182,38,4,Dy
348,51,2,Ag
36,182,4,Dy
301,265,4,Dy
57,114,4,Dy
368,92,4,Dy
241,296,4,Dy
88,157,2,Ag
136,168,1,As
147,101,4,Dy
203,205,3,I
326,295,4,Dy
118,50,1,As
383,372,4,Dy
110,297,4,Dy
195,117,4,Dy
96,105,1,As
118,116,1,As
38,297,4,Dy
258,257,4,Dy
126,157,1,As
340,322,1,As
268,297,4,Dy
288,290,3,I
259,297,4,Dy
157,78,4,Dy
180,55,1,As
404,408,1,As
395,30,1,As
210,221,4,Dy
236,187,1,As
158,77,4,Dy
395,160,4,Dy
337,273,4,Dy
111,257,4,Dy
123,257,4,Dy
358,353,1,As
126,297,4,Dy
78,179,4,Dy
46,45,1,As
290,274,4,Dy
156,51,3,I
141,180,4,Dy
77,256,4,Dy
307,285,3,I
182,256,4,Dy
52,71,4,Dy
39,296,4,Dy
111,147,4,Dy
18,17,3,I
77,177,4,Dy
275,272,3,I
147,157,2,Ag
241,251,4,Dy
156,51,4,Dy
49,48,4,Dy
110,115,1,As
49,48,1,As
377,358,4,Dy
243,249,1,As
361,372,4,Dy
239,297,4,Dy
310,272,1,As
348,28,4,Dy
237,274,1,As
373,372,4,Dy
202,372,4,Dy
104,95,4,Dy
237,261,1,As
6,82,4,Dy
395,351,1,As
340,322,4,Dy
180,100,4,Dy
350,372,1,As
361,372,3,I
348,42,4,Dy
326,297,4,Dy
351,81,4,Dy
176,296,4,Dy
348,56,4,Dy
124,177,4,Dy
58,117,4,Dy
6,77,4,Dy
373,372,3,I
182,101,4,Dy
158,174,4,Dy
395,234,1,As
372,118,4,Dy
120,138,1,As
241,61,1,As
175,296,4,Dy
142,134,1,As
395,156,4,Dy
57,297,4,Dy
180,371,1,As
241,282,1,As
139,110,4,Dy
305,273,4,Dy
362,358,4,Dy
192,157,4,Dy
338,272,2,Ag
136,139,3,I
157,90,4,Dy
102,256,4,Dy
46,371,1,As
68,180,4,Dy
204,206,1,As
71,108,1,As
68,296,4,Dy
210,209,1,As
172,297,4,Dy
142,147,1,As
77,17,4,Dy
377,344,3,I
6,51,1,As
235,272,2,Ag
350,372,4,Dy
390,387,4,Dy
54,141,4,Dy
175,372,4,Dy
371,22,4,Dy
35,117,4,Dy
286,291,3,I
137,118,3,I
388,383,4,Dy
377,344,4,Dy
92,91,1,As
328,291,4,Dy
379,256,4,Dy
78,260,1,As
358,155,2,Ag
378,373,4,Dy
180,90,4,Dy
395,351,4,Dy
162,28,4,Dy
49,157,1,As
39,182,4,Dy
306,273,4,Dy
291,322,4,Dy
311,273,4,Dy
350,371,1,As
111,261,1,As
171,180,1,As
91,140,4,Dy
46,297,4,Dy
239,243,1,As
193,194,1,As
104,103,1,As
283,297,4,Dy
4,413,1,As
82,260,1,As
86,50,1,As
71,260,1,As
358,78,4,Dy
368,155,2,Ag
180,117,4,Dy
368,36,4,Dy
395,260,2,Ag
63,177,4,Dy
192,393,4,Dy
20,17,3,I
90,177,4,Dy
141,260,1,As
126,358,4,Dy
100,50,3,I
37,108,1,As
338,322,1,As
80,372,4,Dy
202,256,4,Dy
78,257,4,Dy
144,256,4,Dy
291,322,1,As
319,324,4,Dy
395,235,4,Dy
158,82,4,Dy
293,282,1,As
147,358,4,Dy
92,108,1,As
400,401,1,As
265,114,4,Dy
195,169,4,Dy
348,39,4,Dy
180,71,4,Dy
90,180,4,Dy
34,50,1,As
58,371,1,As
293,272,1,As
56,108,1,As
23,114,4,Dy
328,322,1,As
147,50,1,As
390,389,1,As
315,239,4,Dy
63,180,4,Dy
356,358,4,Dy
350,375,4,Dy
371,56,4,Dy
379,260,1,As
349,372,3,I
69,256,4,Dy
166,371,1,As
4,294,4,Dy
157,126,4,Dy
118,177,4,Dy
52,42,4,Dy
111,136,4,Dy
308,273,4,Dy
292,333,1,As
150,128,1,As
36,179,4,Dy
40,256,4,Dy
123,182,4,Dy
6,134,1,As
372,58,4,Dy
144,131,1,As
317,322,4,Dy
349,372,4,Dy
49,260,1,As
118,180,4,Dy
78,108,1,As
352,165,3,I
163,257,4,Dy
309,274,4,Dy
295,275,4,Dy
6,372,4,Dy
326,239,4,Dy
173,358,4,Dy
351,136,4,Dy
37,257,4,Dy
172,372,4,Dy
56,257,4,Dy
351,69,4,Dy
306,296,4,Dy
123,149,1,As
193,208,1,As
328,322,4,Dy
344,371,1,As
86,160,4,Dy
411,410,1,As
351,156,4,Dy
141,50,1,As
92,257,4,Dy
6,36,4,Dy
144,140,4,Dy
224,210,1,As
329,274,4,Dy
66,65,1,As
33,100,4,Dy
125,157,1,As
258,257,1,As
6,68,4,Dy
266,317,1,As
313,274,4,Dy
124,108,1,As
395,83,1,As
106,165,3,I
106,131,1,As
337,272,1,As
161,358,4,Dy
133,129,3,I
327,274,4,Dy
299,274,4,Dy
372,68,4,Dy
126,125,1,As
69,21,1,As
379,157,4,Dy
161,63,4,Dy
243,242,1,As
315,260,2,Ag
152,134,1,As
299,272,2,Ag
52,28,4,Dy
91,17,4,Dy
124,257,4,Dy
270,274,4,Dy
49,358,4,Dy
181,358,4,Dy
147,139,2,Ag
371,118,4,Dy
110,22,4,Dy
76,160,4,Dy
147,160,4,Dy
39,51,3,I
395,79,1,As
327,272,2,Ag
249,254,3,I
329,292,3,I
395,50,1,As
93,114,4,Dy
290,272,1,As
136,145,4,Dy
336,322,1,As
371,39,4,Dy
300,236,1,As
46,372,4,Dy
57,117,4,Dy
82,157,1,As
117,50,3,I
343,371,1,As
86,101,4,Dy
371,51,1,As
336,322,4,Dy
395,63,4,Dy
180,53,1,As
285,296,3,I
137,372,4,Dy
36,261,1,As
175,176,1,As
43,88,4,Dy
106,131,4,Dy
166,58,4,Dy
88,260,1,As
338,322,4,Dy
163,296,4,Dy
281,283,3,I
396,395,1,As
131,134,3,I
303,261,2,Ag
238,260,1,As
236,296,4,Dy
116,131,4,Dy
180,72,4,Dy
230,231,3,I
317,324,1,As
379,358,4,Dy
77,155,1,As
372,22,4,Dy
77,260,1,As
368,82,4,Dy
123,147,3,I
91,139,1,As
126,124,1,As
395,63,1,As
270,274,1,As
162,42,4,Dy
91,160,4,Dy
58,297,4,Dy
396,160,4,Dy
22,261,1,As
348,71,4,Dy
102,157,1,As
142,372,4,Dy
118,257,4,Dy
118,136,4,Dy
376,344,4,Dy
306,282,1,As
180,52,1,As
88,180,4,Dy
57,371,1,As
144,160,4,Dy
395,360,4,Dy
378,343,4,Dy
395,34,1,As
368,17,4,Dy
87,114,4,Dy
172,166,4,Dy
78,177,4,Dy
162,100,4,Dy
192,125,4,Dy
278,277,1,As
54,63,4,Dy
78,180,4,Dy
299,300,1,As
92,180,4,Dy
372,51,1,As
163,161,4,Dy
144,139,1,As
121,101,4,Dy
92,177,4,Dy
314,282,1,As
168,136,4,Dy
109,134,1,As
182,219,1,As
368,102,4,Dy
337,331,4,Dy
299,324,1,As
395,367,4,Dy
175,182,1,As
88,177,4,Dy
338,274,4,Dy
395,20,1,As
401,406,1,As
368,38,4,Dy
395,108,4,Dy
116,160,4,Dy
182,78,4,Dy
295,342,4,Dy
383,386,3,I
300,285,3,I
146,110,4,Dy
286,272,1,As
301,272,2,Ag
317,324,4,Dy
192,114,4,Dy
116,139,1,As
40,168,1,As
118,108,1,As
144,358,4,Dy
174,372,4,Dy
166,51,4,Dy
292,337,1,As
242,251,1,As
358,63,4,Dy
49,50,1,As
311,220,1,As
68,179,4,Dy
293,296,4,Dy
235,274,1,As
173,162,4,Dy
126,256,4,Dy
173,256,4,Dy
158,276,2,Ag
